word,pos_symbol,pos_word,meaning,sentiment score,sentiment
kíput,VB,verb,"to shut, to close.",0.0,Neutral
kiráb,VB,verb,"to flash, to spark.",0.226,Positive
kisáp,VB,verb,"to blink, to twinkle, to open and shut the eyes rapidly.",0.0,Neutral
kískis,VB,verb,"to scrape with a sharp instrument, to rub with something sharp.",0.0,Neutral
kitá,PRP,pronoun,we (inclusive first person plural nominal pronoun).,0.0,Neutral
kíta’,VB,verb,to see each other.,0.0,Neutral
kitíd,JJ,adjective,"slim, narrow.",0.0,Neutral
kí’um,VB,verb,to close lips together.,0.0,Neutral
kláse,NN,noun,class.,0.0,Neutral
klásiko,JJ,adjective,classic.,0.0,Neutral
kliniká,NN,noun,clinic.,0.0,Neutral
kóbra,VB,verb,to collect money.,0.0,Neutral
kóbra,NN,noun,collector.,0.0,Neutral
kobrekáma,NN,noun,bedspread.,0.0,Neutral
kodák,NN,noun,"camera, picture.",0.0,Neutral
koléhiyo,NN,noun,"college, especially a religious-order-managed school.",0.0,Neutral
kolékta,NN,noun,money collection in church.,0.0,Neutral
kolékta,VB,verb,"to collect, to gather together.",0.0,Neutral
kolera,NN,noun,( pathology ) cholera,0.0,Neutral
kolerá,NN,noun,"cholera, dysentery.",0.0,Neutral
kolintas,NN,noun,rosary,0.0,Neutral
kolíntas,NN,noun,necklace.,0.0,Neutral
kolór,NN,noun,color.,0.0,Neutral
koltson,NN,noun,mattress,0.0,Neutral
komersyánte,NN,noun,small-time businessman who peddles his wares moving from one town to another during market days.,0.0,Neutral
komidór,NN,noun,diningroom.,0.0,Neutral
kompányar,VB,verb,"to accompany with a piano, to join in.",0.296,Positive
kompanyero,NN,noun,"companion , partner , friend",0.494,Positive
kompanyero,NN,noun,associate,0.0,Neutral
kompanyero,NN,noun,"mate , consort",0.0,Neutral
konbensyon,NN,noun,"convention , meeting",0.0,Neutral
kondisyón,NN,noun,"condition, mood, good physical condition.",0.44,Positive
koného,NN,noun,"rabbit, hare.",0.0,Neutral
kongkréta,NN,noun,"concrete, cement.",0.0,Neutral
kongresísta,NN,noun,"congressman, representative to congress.",0.0,Neutral
kongréso,NN,noun,"congress, legislature.",0.0,Neutral
konsehál,NN,noun,"municipal councilman, councilman.",0.0,Neutral
konsého,NN,noun,"municipal council, body of elected councilmen.",0.0,Neutral
konsyérto,NN,noun,orchestra concert.,0.0,Neutral
kóntra,NN,noun,"opponent, enemy.",-0.542,Negative
kóntra,VB,verb,"to oppose, to resist, to counteract.",0.0,Neutral
kontráto,NN,noun,"agreement, legal contract.",0.572,Positive
kópya,NN,noun,"copy, duplicate.",0.0,Neutral
kópya,VB,verb,"to copy, to duplicate.",0.0,Neutral
korason,NN,noun,( anatomy ) heart synonym: kasingkasing,0.637,Positive
kordéro,NN,noun,lamb.,0.0,Neutral
koréo,NN,noun,"mail, post office.",0.0,Neutral
kóro,NN,noun,"choir, chorus, place where the choir stays in church.",0.0,Neutral
koróna,NN,noun,crown.,0.0,Neutral
korpínyo,NN,noun,corset.,0.0,Neutral
kórte,NN,noun,"shape, design, judicial court.",0.0,Neutral
kortesíya,NN,noun,"courtesy, politeness.",0.361,Positive
kortína,NN,noun,"curtain, drape.",0.0,Neutral
koryénte,NN,noun,"electric wire, electric current.",0.0,Neutral
koryénte,VB,verb,to get electrocuted.,0.0,Neutral
kostúra,VB,verb,to sew a dress.,0.0,Neutral
kostúra,NN,noun,dressmaker.,0.0,Neutral
kótse,NN,noun,"car, automobile.",0.0,Neutral
krayóla,NN,noun,crayon.,0.0,Neutral
kriminál,NN,noun,"criminal, convict.",-0.527,Negative
kristál,NN,noun,"crystal, glass.",0.0,Neutral
krísto,NN,noun,jesus christ.,0.0,Neutral
kristyáno,NN,noun,christian.,0.0,Neutral
ku,PRP,pronoun,"i, me.",0.0,Neutral
kúbay,VB,verb,"to line up, to fall in line.",0.0,Neutral
kubrekama,NN,noun,bedsheet ; bedspread,0.0,Neutral
kubús,JJ,adjective,"poor, destitute.",-0.477,Negative
kudál,NN,noun,"fence, enclosure.",0.0,Neutral
kúdkud,VB,verb,to grate with a grater.,0.0,Neutral
kudkurán,NN,noun,"grater, native grater of jagged iron spoon-like shape nailed to a wooden seat.",0.0,Neutral
kúdlit,NN,noun,"line, mark.",0.0,Neutral
kúdlit,VB,verb,"to line, to mark, to draw with a pencil.",0.0,Neutral
kudyapi,NN,noun,a kudyapi,0.0,Neutral
kugá’,VB,verb,"to throttle, to strangle, to choke.",-0.542,Negative
kúgmat,NN,noun,"terror, dread.",-0.751,Negative
kúgmat,VB,verb,"to be terrified, to be frightened, to be scared.",-0.869,Negative
kúgus,VB,verb,"to bear, to hug, to cradle like a baby, to carry a baby in the arms.",0.681,Positive
kúha’,VB,verb,"to take, to get, to take away, to procure.",0.0,Neutral
kúhit,VB,verb,"to touch slightly to draw attention, to nudge.",0.0,Neutral
kukú,NN,noun,finger or toe nail.,0.0,Neutral
kulá,NN,noun,"glue, paste.",0.0,Neutral
kulákig,JJ,adjective,"sickly, emaciated.",0.0,Neutral
kulámug,NN,noun,dried mucus in the nose.,0.0,Neutral
kúlang,JJ,adjective,"lacking, incomplete, inadequate, short of.",-0.402,Negative
kúlang,VB,verb,"to fall short of, to be inadequate.",-0.402,Negative
kulantro,NN,noun,coriander,0.0,Neutral
kúlba’,NN,noun,"anxiety, nervousness.",-0.44,Negative
kúlba’,VB,verb,"to be nervous, to be afraid.",-0.273,Negative
kulíhut,RB,adverb,"last, hindmost.",0.0,Neutral
kúli’,JJ,adjective,"slow, weak.",-0.44,Negative
kulú,NN,noun,breadfruit.,0.0,Neutral
kulúb,JJ,adjective,"inverted, upset, turned over.",-0.382,Negative
kulúb,VB,verb,"to invert, to turn over a deep container so that the bottom is up.",0.0,Neutral
kúlun,NN,noun,clay cooking pot.,0.0,Neutral
kulúng,VB,verb,"to cage, to imprison.",0.0,Neutral
kulyápis,JJ,adjective,emaciated.,0.0,Neutral
kumalágku’,NN,noun,"thumb, big toe.",0.0,Neutral
kumbúya,NN,noun,partner.,0.0,Neutral
kumbuyahán,NN,noun,"company, partnership.",0.0,Neutral
kumpaníya,NN,noun,"company, business enterprise.",0.0,Neutral
kumpáre,NN,noun,"comrade, relationship between the godfather and parents of the godchild.",0.0,Neutral
kumpisár,NN,noun,confession.,0.0,Neutral
kumpisár,VB,verb,"to confess, to tell the truth.",0.318,Positive
kúmud,VB,verb,"to grumble, to murmur, to sulk.",0.0,Neutral
kún,CC,conjunction,"if, possibly if, provided that.",0.0,Neutral
kundíman,NN,noun,"filipino song which depicts mood changes of the people, usually written in the native languages and composed by filipinos.",0.0,Neutral
kúndi’,CC,conjunction,"although, but, well, therefore, might as well.",0.649,Positive
kuning,NN,noun,cat,0.0,Neutral
kuntáni’,RP,particle,"maybe, if possible, i hope.",0.44,Positive
kunú,RP,particle,"according to, he or she said.",0.0,Neutral
kunúl,JJ,adjective,"interrupted, shrank, dry (like a river).",0.077,Positive
kunúl,VB,verb,"to cease, to stop flowing, to run dry as a river.",-0.296,Negative
kunúp,NN,noun,"cloak, coat, overcoat.",0.0,Neutral
kunút,JJ,adjective,wrinkled.,0.0,Neutral
kunút,VB,verb,"to wrinkle, to crumple.",0.0,Neutral
kúnyag,NN,noun,"chill, cold chill.",0.0,Neutral
kúnyag,VB,verb,"to shake with chills, to shiver.",-0.178,Negative
kúpkup,NN,noun,"embrace, hug.",0.66,Positive
kúpkup,VB,verb,"to embrace, to hug.",0.66,Positive
kupú’,VB,verb,"to hang onto tightly, to embrace tightly, to cling to, to stick to like a lizard.",0.586,Positive
kúra,NN,noun,"pastor of a parish, minister in charge of a certain area.",0.273,Positive
kúrba,NN,noun,curve.,0.0,Neutral
kúrba,VB,verb,"to twist, to bend, to turn, to curve.",0.0,Neutral
kurbáda,NN,noun,"street corner, street curve.",0.0,Neutral
kurbáta,NN,noun,necktie.,0.0,Neutral
kuribúng,VB,verb,to isolate in a quiet room.,-0.202,Negative
kuring,NN,noun,cat,0.0,Neutral
kuríng,NN,noun,cat.,0.0,Neutral
kurinút,JJ,adjective,"creased, wrinkled.",0.0,Neutral
kurinút,NN,noun,"crease, fold, wrinkle.",0.0,Neutral
kurinút,VB,verb,"to fold, to crease, to wrinkle.",0.0,Neutral
kurisúng,NN,noun,frown.,0.0,Neutral
kurisúng,VB,verb,to frown.,0.0,Neutral
kúrit,NN,noun,"line, mark, pencil mark.",0.0,Neutral
kúrit,VB,verb,"to make a line, to draw on paper with a pencil, to mark with a pencil.",0.0,Neutral
kúri’,JJ,adjective,"slow, weak.",-0.44,Negative
kúri’,VB,verb,"to be slow, to have difficulty.",-0.34,Negative
kúrug,VB,verb,"to shiver, to tremble, to shake.",-0.421,Negative
kusámkusám,VB,verb,"to taste, to partake of a little food.",0.0,Neutral
kusina,NN,noun,kitchen,0.0,Neutral
kusína,NN,noun,kitchen.,0.0,Neutral
kusinéro,NN,noun,cook.,0.0,Neutral
kusípad,VB,verb,"to thumb through, to pick with the fingers like corn from the cob.",0.361,Positive
kúsi’,NN,noun,"pinch, small piece.",0.0,Neutral
kúsi’,VB,verb,"to press or nip with fingernails, to pinch.",0.0,Neutral
kúskus,VB,verb,to scrape with a sharp instrument or with a scraper.,0.0,Neutral
kusúg,JJ,adjective,"strong, energetic, healthy.",0.836,Positive
kusúg,NN,noun,"energy, strength.",0.649,Positive
kusúg,VB,verb,"to become strong, to be energetic.",0.735,Positive
kutáwkutáw,VB,verb,"to dilute, to mix with water.",0.0,Neutral
kúta’,NN,noun,"prison, fort.",-0.511,Negative
kutíng,NN,noun,kitten.,0.0,Neutral
kutíngkúting,VB,verb,"to pluck or strum a guitar, to pluck a string instrument.",0.0,Neutral
kútis,NN,noun,"skin complexion, facial complexion.",0.0,Neutral
kutkut,NN,noun,a dug hole in the ground,0.0,Neutral
kútkut,NN,noun,hole in the ground.,0.0,Neutral
kútkut,VB,verb,"to excavate, to dig, to scoop out dirt from the ground so as to make a hole.",-0.202,Negative
kuto,NN,noun,louse ( insect ),-0.382,Negative
kutsara,NN,noun,spoon,0.0,Neutral
kutsára,NN,noun,tablespoon.,0.0,Neutral
kutsarita,NN,noun,teaspoon,0.052,Positive
kutsaríta,NN,noun,teaspoon.,0.052,Positive
kutséro,NN,noun,"coachman, rig driver, man who drives a kalésa.",-0.128,Negative
kutsilyo,NN,noun,knife synonym: utak,0.0,Neutral
kutsílyo,NN,noun,knife.,0.0,Neutral
kútsukútsu,NN,noun,"rumor, hearsay.",0.0,Neutral
kútsukútsu,VB,verb,"to chitchat, to gossip, to be rumored.",-0.178,Negative
kutsún,NN,noun,"cushion, bed mattress.",0.0,Neutral
kútub,RB,adverb,until.,0.0,Neutral
kutud,NN,noun,"boundary , line",0.0,Neutral
kutud,NN,noun,ruler,0.0,Neutral
kutúl,VB,verb,"to pick, to pluck from a plant, to gather flowers.",0.0,Neutral
kútut,VB,verb,to sting as a bee or a wasp.,0.0,Neutral
kuul,NN,noun,snail,0.0,Neutral
kuyámpad,VB,verb,"to run, to scamper off.",0.0,Neutral
kúymi,NN,noun,cashier.,0.0,Neutral
kú’ku’,VB,verb,to stoop.,0.0,Neutral
kú’ub,VB,verb,"to bow, to bend the head as if in hiding.",-0.296,Negative
kú’ut,VB,verb,"to feel for, to fish out with the hand, to put one’s hand or arm in a hole.",0.751,Positive
kwadérno,NN,noun,notebook.,0.0,Neutral
kwadra,NN,noun,shed,0.0,Neutral
kwádra,NN,noun,stable.,0.296,Positive
kwádro,NN,noun,"frame, picture frame.",0.0,Neutral
kwáku,NN,noun,"pipe, tobacco pipe.",0.0,Neutral
kwán,RP,particle,whatchamacallit.,0.0,Neutral
kwarénta,CD,numeral,forty.,0.0,Neutral
kwarentenas,NN,noun,quarantine,0.0,Neutral
kwárta,NN,noun,"money, cold cash.",0.0,Neutral
kwártakwárta,NN,noun,play money.,0.34,Positive
kwárto,NN,noun,"room, enclosed area, bedroom.",0.0,Neutral
kwátro,CD,numeral,four.,0.0,Neutral
kwéba,NN,noun,cave.,0.0,Neutral
kwélyo,NN,noun,"collar, back of the neck.",0.0,Neutral
kwénta,NN,noun,"account, balance account.",0.0,Neutral
kwénta,VB,verb,"to account, to solve, to balance.",0.202,Positive
kwérdas,NN,noun,string for a string instrument.,0.0,Neutral
kwítis,NN,noun,fireworks.,0.0,Neutral
kwítis,DT,deictic,,0.0,Neutral
laba,JJ,adjective,long in length,0.0,Neutral
labá,VB,verb,"of clothes, to wash.",0.0,Neutral
labá,NN,noun,laundrywoman.,0.0,Neutral
labábu,NN,noun,"lavabo, washbasin.",0.0,Neutral
lábag,VB,verb,"to be against, to violate.",-0.494,Negative
labaha,NN,noun,razor,0.0,Neutral
labáha,NN,noun,"razor blade, razor.",0.0,Neutral
labán,CC,conjunction,"besides, except, moreover, furthermore.",0.0,Neutral
labatíba,NN,noun,enema.,0.0,Neutral
labatíba,VB,verb,to give or apply an enema.,0.0,Neutral
labáw,RB,adverb,"aside from, besides, more than.",0.0,Neutral
labáw,VB,verb,"to surpass, to exceed.",0.0,Neutral
labáy,VB,verb,"to go through, to pass by.",0.0,Neutral
lába’,NN,noun,"length, duration, extent.",0.0,Neutral
lába’,JJ,adjective,"long, extending for a considerable distance.",0.0,Neutral
labí,RB,adverb,"more than, exceedingly.",0.0,Neutral
labí,VB,verb,"to exceed, to surpass.",0.0,Neutral
labúgay,VB,verb,"to stir, to mix especially liquids.",0.0,Neutral
lábut,NN,noun,"business, concern.",0.0,Neutral
labú’,VB,verb,"to strike with a machete or an ax, to smite with great force.",0.557,Positive
lábyug,VB,verb,"to hurl, to fling, to throw to a far distance.",0.0,Neutral
láb’as,JJ,adjective,"raw, fresh as of fruits and vegetables.",0.318,Positive
láb’uk,VB,verb,"to sip, to take a draught.",0.0,Neutral
ládlad,VB,verb,"to open, to spread, to unfold.",0.0,Neutral
lae,NN,noun,adultery synonym: láyì,0.0,Neutral
lag-it,NN,noun,"cheat , imposter , sneak , swindler , trickster",-0.599,Negative
lag-it,VB,verb,"to cheat , swindle",-0.751,Negative
lagabúng,VB,verb,"to fall to the ground with a flop, to rumble.",-0.34,Negative
lagari,NN,noun,saw ( tool ),0.0,Neutral
lagári’,NN,noun,"saw, carpenter’s tool.",0.0,Neutral
lagári’,VB,verb,to cut with a saw.,-0.273,Negative
lagás,VB,verb,"to pursue, to run after, to chase.",0.0,Neutral
lagátik,NN,noun,"snap, clicking sound.",0.0,Neutral
lagatúk,NN,noun,"snap, dull thud, dull sound.",-0.66,Negative
lágawlágaw,VB,verb,"to wander about, to roam around, to stroll.",0.0,Neutral
lágda’,NN,noun,"mark, sign, signature.",0.0,Neutral
lági,RB,adverb,"frequently, often.",0.0,Neutral
lágpit,NN,noun,rat trap.,-0.318,Negative
lágtum,JJ,adjective,"black, dark.",0.0,Neutral
lagú,NN,noun,earthworm.,0.0,Neutral
lagú’,NN,noun,"soiled clothes, laundry.",0.0,Neutral
lagwerta,NN,noun,orchard,0.0,Neutral
lagwerta,NN,noun,lawn,0.0,Neutral
lagwerta,NN,noun,"garden synonyms: hardin , talamnan",0.0,Neutral
lagwérta,NN,noun,"lawn, yard, orchard.",0.0,Neutral
lagwertero,NN,noun,gardener,0.0,Neutral
lágyu’,RB,adverb,"far, at a distance.",0.0,Neutral
lágyu’,VB,verb,"to run away, to flee, to go to a far off place.",0.0,Neutral
laham,VB,verb,"to touch , feel",0.0,Neutral
lahúg,NN,noun,"joke, teasing.",0.226,Positive
lahúgláhug,NN,noun,"joke, teasing.",0.226,Positive
lahúgláhug,VB,verb,"to joke, to make fun, to quip.",0.67,Positive
lakát,NN,noun,"trip, walk, business trip.",0.0,Neutral
lakát,VB,verb,"to walk, to go, to leave.",-0.052,Negative
laká’,JJ,adjective,"scarce, rare, sometimes.",0.0,Neutral
lákbang,VB,verb,"to stride, to make a big step.",0.0,Neutral
lakíp,VB,verb,"to include, to enclose, to insert.",0.0,Neutral
láklak,VB,verb,to lap with the tongue.,0.0,Neutral
lakon,VB,verb,to deceive ; to cheat ; to swindle synonym: lakum,-0.844,Negative
lakon,VB,verb,to embezzle ; to misappropriate,0.0,Neutral
láktaw,VB,verb,"to pass over, to miss, to skip.",-0.153,Negative
láktud,VB,verb,to take a short cut.,-0.273,Negative
lakum,VB,verb,to deceive ; to cheat ; to swindle synonym: lakon,-0.844,Negative
lák’ang,NN,noun,"big step, step which is as far as the legs can extend.",0.178,Positive
lák’ang,VB,verb,"to step over, to make a big step.",0.0,Neutral
lala,NN,noun,solfeggio,0.0,Neutral
lala,VB,verb,( music ) to sing a lullaby,0.0,Neutral
lala,VB,verb,to strip ; to separate (meat from the bone),0.0,Neutral
lála,VB,verb,"to weave, to weave together.",0.0,Neutral
lala-lala,VB,verb,diminutive of lála,0.0,Neutral
lalaki,NN,noun,"a man , an adult male",0.0,Neutral
laláki,NN,noun,"male, man, boy, male illicit lover.",0.586,Positive
laláw,VB,verb,"to be in black mourning dress, to wear mourning clothes.",-0.7,Negative
lalá’,VB,verb,"to become seriously ill, to become severe.",-0.727,Negative
lalím,NN,noun,flavor.,0.0,Neutral
lális,VB,verb,"to pay no heed to, to disobey.",-0.382,Negative
lámang,CC,conjunction,"but, only, mere, just.",0.0,Neutral
lamá’lamá’,VB,verb,"to cut into small pieces as of ribs, to cut meat with bones into thin pieces.",-0.494,Negative
laḿbat,NN,noun,"net, woven rattan net of native beds.",0.0,Neutral
lámbut,VB,verb,"to reach, to arrive, to attain.",0.026,Neutral
lamésa,NN,noun,table.,0.0,Neutral
laḿgud,JJ,adjective,barren.,0.0,Neutral
lamíg,NN,noun,coldness.,0.0,Neutral
lamíg,JJ,adjective,"cold, cool, low in temperature for weather and liquids.",0.052,Positive
lamígas,NN,noun,"grain, cereal.",0.0,Neutral
lámluk,NN,noun,moth.,0.0,Neutral
lamok,NN,noun,mosquito,0.0,Neutral
lamokon,JJ,adjective,filled with mosquitoes,0.0,Neutral
lamokon,JJ,adjective,related to mosquitoes,0.0,Neutral
lampás,VB,verb,"to surpass, to overtake.",0.0,Neutral
lampásu,NN,noun,"rag, mop, scrub.",0.0,Neutral
lampásu,VB,verb,"to mop, to scrub the floor.",0.0,Neutral
lampín,NN,noun,baby’s diaper.,0.0,Neutral
lampitáw,JJ,adjective,"well-known, famous.",0.0,Neutral
lámpus,VB,verb,"to hit someone with something, to strike hard with an instrument.",-0.226,Negative
lampú’as,VB,verb,"to pass, to reach beyond and move on.",0.026,Neutral
lamúd,VB,verb,"to mix with, to add to.",0.0,Neutral
lamúk,NN,noun,mosquito.,0.0,Neutral
lamún,NN,noun,blind.,-0.402,Negative
lámun,VB,verb,"to eat like an animal, to gulp down food hungrily.",0.361,Positive
lána,NN,noun,"wool, oil especially coconut oil.",0.0,Neutral
landong,NN,noun,shadow synonym: halon,0.0,Neutral
lándung,NN,noun,"shade, shadow.",0.0,Neutral
láng,RP,particle,"only, also, just.",0.0,Neutral
lángaw,NN,noun,fly.,0.0,Neutral
langgaw,NN,noun,vinegar,0.0,Neutral
lánggaw,NN,noun,vinegar.,0.0,Neutral
langís,NN,noun,"oil, especially coconut oil.",0.0,Neutral
langit,NN,noun,"sky , heaven synonym: ginhanan",0.511,Positive
lángit,NN,noun,"heaven, sky, outer space.",0.511,Positive
lángkag,VB,verb,"to worry, to be anxious about.",-0.599,Negative
lángka’,NN,noun,jackfruit.,0.0,Neutral
langoy,NN,noun,swim synonym: dangaw,0.0,Neutral
langúy,VB,verb,to swim.,0.0,Neutral
láng’at,NN,noun,"interval, space between.",0.0,Neutral
láng’ug,JJ,adjective,"rotten, foul odor of stagnant water.",-0.511,Negative
lanog,NN,noun,"weal ; bruise , black eye",0.0,Neutral
lanog,JJ,adjective,bruised,0.0,Neutral
lansang,NN,noun,nail ( spike-shaped metal fastener ),0.0,Neutral
lansang,VB,verb,to nail,0.0,Neutral
lánsang,NN,noun,nail.,0.0,Neutral
lánsang,VB,verb,to drive a nail.,0.0,Neutral
lansítas,NN,noun,pocket knife.,0.0,Neutral
lánta,JJ,adjective,"withered, faded as of plants and flowers.",0.0,Neutral
lántaw,VB,verb,"to watch, to see, to look out of the window.",0.0,Neutral
lántun,NN,noun,"tune, song, music, music sheet.",0.0,Neutral
lántun,VB,verb,to play a musical instrument.,0.34,Positive
lanúg,NN,noun,"echo, black and blue mark, rotten portion.",-0.511,Negative
lányatlányat,NN,noun,membrane.,0.0,Neutral
lap-ok,NN,noun,blister,0.0,Neutral
lápad,NN,noun,"width, area, broadness.",0.0,Neutral
lápad,JJ,adjective,"wide, broad, extensive.",0.0,Neutral
lápak,VB,verb,"to trample on, to step on, to treat with pride or contempt.",0.077,Positive
lápas,VB,verb,"to violate, to disobey an order.",-0.494,Negative
lapáw,VB,verb,"to be higher than, to exceed, to overflow.",0.0,Neutral
lapá’lapá’,VB,verb,"to cut into small pieces, to mangle.",-0.273,Negative
lápdus,VB,verb,"to hit with a strong force, to beat with intentions to destroy, to hit hard.",-0.153,Negative
lápis,NN,noun,pencil.,0.0,Neutral
lapít,JJ,adjective,"near, close, intimate.",0.0,Neutral
lapít,VB,verb,"to approach, to move near, to be close by.",0.0,Neutral
laplap,VB,verb,"cut , slice",-0.273,Negative
lápnag,VB,verb,"to become extensive, to spread, to propagate.",0.0,Neutral
lápsag,NN,noun,"baby of age one to two, infant.",0.0,Neutral
lápsi’,JJ,adjective,"frail, wan, pale, pallid.",0.0,Neutral
lápta,VB,verb,"to extend, to spread, to scatter.",0.178,Positive
lápus,VB,verb,"to pierce, to penetrate, to go through.",0.0,Neutral
lapuyot,JJ,adjective,"thick , condensed , coagulated",0.0,Neutral
lapuyot,VB,verb,"to thicken , condense",0.0,Neutral
lapúyut,JJ,adjective,"sticky, thick in texture especially of liquids.",0.0,Neutral
lápyu,VB,verb,"to tire, to get exhausted.",-0.361,Negative
laranghíta,NN,noun,nectarine.,0.0,Neutral
laráwan,NN,noun,picture.,0.0,Neutral
larawanan,NN,noun,photographer's studio,0.0,Neutral
lárga,VB,verb,"to travel away on a boat, to sail away.",0.0,Neutral
lasáw,NN,noun,molasses.,0.0,Neutral
lasi,NN,noun,( anatomy ) gum,0.0,Neutral
lásu,NN,noun,"ribbon, trimming.",0.0,Neutral
lás’ay,JJ,adjective,"bland in taste, unsavory.",-0.44,Negative
láta,NN,noun,"tin, can.",0.0,Neutral
látag,VB,verb,"to bleach, to put out in the sun.",0.0,Neutral
latagon,NN,noun,"valley , a rural area",0.0,Neutral
látay,VB,verb,"to cross a narrow footbridge without support, to balance oneself on a narrow board.",-0.309,Negative
latayan,NN,noun,a narrow bridge often with no handrail,-0.296,Negative
latayan,NN,noun,gangplank,0.0,Neutral
latá’,JJ,adjective,"rotten, overcooked.",-0.511,Negative
látid,VB,verb,"to line, to mark, to limit, to make a boundary.",0.0,Neutral
latigú,NN,noun,whip.,0.0,Neutral
latok,NN,noun,table synonym: lamesa,0.0,Neutral
latúk,NN,noun,table.,0.0,Neutral
látum,VB,verb,to penetrate to the innermost part.,0.0,Neutral
latún,NN,noun,tin can with a volume content of five gallons.,0.0,Neutral
latún,VB,verb,"to infect, to contaminate.",0.0,Neutral
laum,VB,verb,to hope,0.44,Positive
law-ay,JJ,adjective,ugly nag láw-ay ang íya nga pangguyáhon. the expression on his face became ugly .,-0.844,Negative
law-ay,JJ,adjective,repulsive,0.0,Neutral
law-ay,JJ,adjective,nasty,-0.557,Negative
law-ay,JJ,adjective,mean,0.0,Neutral
law-ay,JJ,adjective,hideous,0.0,Neutral
law-ay,JJ,adjective,obscene,-0.586,Negative
law-ay,VB,verb,"to be or become ugly, repulsive, hideous, forbidding , etc.",-0.735,Negative
lawa,NN,noun,spiderweb,0.0,Neutral
láwag,VB,verb,"to pronounce, to call out.",0.0,Neutral
lawas,NN,noun,( anatomy ) body ; torso,0.0,Neutral
lawas,NN,noun,"cadaver ; corpse ; dead body synonyms: bangkay , patay",-0.84,Negative
láwas,NN,noun,"body, human body.;  representative.",0.0,Neutral
láwa’,NN,noun,spider web.,0.0,Neutral
láwid,NN,noun,"of distance, length.",0.0,Neutral
láwid,JJ,adjective,"of distance, long, long stretch.",0.0,Neutral
láwig,JJ,adjective,"lengthy, wide, broad, extensive.",0.0,Neutral
láwlaw,JJ,adjective,"loose about the waist, of clothing, loose.",-0.557,Negative
láw’ay,JJ,adjective,"ugly, offensive, repulsive.",-0.743,Negative
láya,NN,noun,fish net.,0.0,Neutral
láyag,NN,noun,sail for a boat.,0.0,Neutral
láyas,VB,verb,"to run away, to flee from, to go away without permission, to run away from home.",0.0,Neutral
layát,VB,verb,to sag as of skin.,0.0,Neutral
láya’,VB,verb,"to wither, to fade, to dry up as of flowers and plants.",0.0,Neutral
láygay,VB,verb,"to advise, to talk, to lecture, to preach.",0.0,Neutral
layi,NN,noun,adultery synonym: láè,0.0,Neutral
layi,VB,verb,to commit adultery,0.296,Positive
layí,NN,noun,"law, bill.",0.0,Neutral
layúng,VB,verb,"to dry up, to wither.",0.0,Neutral
layú’,NN,noun,"of distance, far.",0.0,Neutral
layú’,JJ,adjective,"far, distant.",0.0,Neutral
layú’,VB,verb,"to go far, to go away, to be far.",0.0,Neutral
lá’aw,VB,verb,"to watch, to observe, to look out of the window.",0.0,Neutral
lá’ga’,VB,verb,"to boil, to cook in water.",0.0,Neutral
la’ín,JJ,adjective,"different, changed, dissimilar, various.",0.0,Neutral
la’ín,VB,verb,"to change, to be different.",0.0,Neutral
lá’in,JJ,adjective,"bad, immodest, unfavorable, unjurous.",-0.542,Negative
lá’ug,VB,verb,"to roam, to stroll, to walk about.",0.0,Neutral
lá’um,VB,verb,"to hope, to expect, to trust, to estimate.",0.735,Positive
la’ún,NN,noun,"old maid, bachelor girl.",0.0,Neutral
lá’ut,JJ,adjective,"vile, bad, malicious, wicked.",-0.9,Negative
leksyón,NN,noun,lesson.,0.0,Neutral
létse,NN,noun,volume measure amounting to one eight-ounce tin can.,0.0,Neutral
létse,UH,interjection,"damn, damn you.",-0.66,Negative
libák,VB,verb,"to backbite, to deride.",-0.273,Negative
libańg,VB,verb,"to amuse, to entertain, to comfort.",0.758,Positive
libát,JJ,adjective,cross-eyed.,0.0,Neutral
libát,VB,verb,to become cross-eyed.,0.0,Neutral
líbra,NN,noun,pound.,0.0,Neutral
libre,JJ,adjective,free ; without charge ; gratis,0.486,Positive
líbre,JJ,adjective,"free, gratis.",0.542,Positive
libreríya,NN,noun,library.,0.0,Neutral
líbro,NN,noun,book.,0.0,Neutral
líbu,CD,numeral,thousand.,0.0,Neutral
líbud,VB,verb,"to peddle door to door, to go around.",0.0,Neutral
libúg,NN,noun,"trouble, problem, worry.",-0.807,Negative
libúg,VB,verb,"to be confused, to be worried, to have a problem.",-0.735,Negative
líbug,NN,noun,bumblebee.,0.0,Neutral
libún,NN,noun,"enclosure, fence.",0.0,Neutral
libún,VB,verb,"to enclose, to surround.",0.0,Neutral
líbut,VB,verb,"to walk about, to roam around, to encircle.",0.0,Neutral
líbut,NN,noun,surrounding.,0.0,Neutral
lígad,VB,verb,"to pass by, to be part of the past.",0.0,Neutral
ligás,NN,noun,"garter, belt.",0.0,Neutral
lígdung,JJ,adjective,"modest, serious, conservative.",-0.077,Negative
lígid,VB,verb,"to whirl, to roll, to turn over and over.",0.0,Neutral
ligís,VB,verb,"to mill, to crush into powder.",-0.153,Negative
ligúnlígun,VB,verb,"to let melt, to swallow or dissolve in the mouth.",0.0,Neutral
ligúy,JJ,adjective,"negligent, truant.",0.0,Neutral
ligúy,VB,verb,"to play truant, to be lazy.",-0.026,Neutral
lígu’,VB,verb,"to take a bath, to bathe, to swim in the river or the ocean.",0.0,Neutral
líg’un,JJ,adjective,"steady, stable, strong.",0.67,Positive
liháy,VB,verb,"to fall against for support, to lean on.",0.402,Positive
