word,definition,language,link,source
líklik,"Secret, hidden, sly, cunning, underhand; to do on the sly, give secretly, bribe, suborn, corrupt, tamper with. Sa líklik nga paági. By secret means. By fraud. On the sly. Ang líklik níya nga pahitôhítò--. His secret (cunning, hidden) dealings (machination, plotting)--. Liniklikán siá níya sing napúlò ka mángmang. He was bribed by him with ten pesos. Ilíklik lang sa íya iníng tátlo ka mángmang. Just give him on the quiet these three pesos. Si Fuláno matárung nga táo kag índì gid magpalíklik. N.N. is an honest man and cannot be corrupted or bribed. Ang líklik amó ang isá ka mahígkò nga padúgì. Bribery is a mean expedient. (see híphip).",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/liklik/,PinoyDictionary-Hiligaynon
"líkman, etc.",From likúm.,Hiligaynon,https://hiligaynon.pinoydictionary.com/word/likman-etc/,PinoyDictionary-Hiligaynon
likô,"To deviate, turn, deflect, swerve, curve, bend, wind (of roads, etc.). Dídto sa únhan ang dálan nagalikô sa walá. Further on there the road turns to the left. Maglikô ka sa toó. Turn to the right. Likoán mo ang dálan sa walá. Take the road to the left. Turn into the road at the left. (see tikô).",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/liko/,PinoyDictionary-Hiligaynon
likô,"Twisted, etc.; a kind of úbi.",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/liko/,PinoyDictionary-Hiligaynon
likô-líkò,"Zig-zag, serpentine, winding, meandering, twisting, crooked. Likôlíkò gid iníng dálan. This road winds very much. Maglakát ka sing tádlong, índì sing likôlíkò. Walk straight ahead, not zig-zag.",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/liko-liko/,PinoyDictionary-Hiligaynon
likóan,"Turning point, place where a road, etc., turns or branches off.",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/likoan/,PinoyDictionary-Hiligaynon
likód,"The back, rear, background, the part behind. Sa likód mo. On or behind your back. Behind you. Sa likód sang baláy. Behind the house. At the back of the house. Laín ang íya guyá sa atubángan mo kag laín sa likód mo. He is double-faced. He speaks and acts differently to your face and behind your back. (see talikód, abá, talódtod, pihák).",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/likod/,PinoyDictionary-Hiligaynon
líkos,"Circumference, etc. See líkus.",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/likos/,PinoyDictionary-Hiligaynon
líksi,"A quick movement aside, a swift dodge; to turn or step aside swiftly, make a quick dodge, side-step, elude, evade. Walâ ko siá madakúp, kay nakalíksi siá. I could not catch him, for he succeeded in running off swiftly. Ginliksihán níya akó. He was too quick for me. Ilíksi ang láwas mo, agúd índì ka maígò sang bóla. Dodge quickly, lest the ball should hit you. (see págsi).",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/liksi/,PinoyDictionary-Hiligaynon
líktin,"To make a quick step away from, towards or upon something, pounce upon, give a jump, side-step quickly. Naglíktin siá (sa ákon)-or-ginliktinán níya (akó). He made a quick step away from (me) or towards (me). (see líksi, lúmpat, lúkso).",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/liktin/,PinoyDictionary-Hiligaynon
likúm,"Concealment, hiding, secrecy; to hide, conceal, keep quiet about, screen, secrete, veil, disguise. Indì malikúm iníng búhat mo. This deed of yours cannot be concealed. Liníkman (linikumán) níya akó sinâ nga búhat. He hid or concealed that deed from me. Indì ka maglikúm sa íya sang kamatuóran siníng nagkahanabû (nahanabû). Do not conceal from him the truth of this event. Ilikúm lang sa íya ang ákon pagabút dirí. Simply keep him in the dark about my arrival here. Walâ sing likúm ang íya nga katuyoán. There is no secrecy about his intention or plan. (see lílong, tágò).",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/likum/,PinoyDictionary-Hiligaynon
líkup,"To surround, enclose, encircle, hem in. Likúpi sing síklat ang naidálum sang baláy. Surround with a bamboo partition the ground-floor of the house. Ang pamulákan nalíkup (nalikúpan) sing kodál. The garden is surrounded by a fence (has a fence round it, is enclosed within a fence). Ginlikúpan sang mga kaáway ang bánwa. The enemy beleaguered (surrounded) the town. Ilíkup iníng alámbre nga may dúgi sa áton pamulákan. Fence in our garden with this barbed wire. (see líbut).",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/likup/,PinoyDictionary-Hiligaynon
líkus,"Periphery, circumference; a scaly ring round the legs of some cocks. Ang íban nga mga sulúg may líkus, ang ibán walâ. Some cocks have a líkus, some have none.",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/likus/,PinoyDictionary-Hiligaynon
líkwà,"To overturn, overthrow; to toss, pitch. (see lígwat, balíkwà).",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/likwa/,PinoyDictionary-Hiligaynon
likwâ-líkwà,"Dim. and Freq. of líkwà. (see likbâlíkbà, sulî, balískad).",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/likwa-likwa/,PinoyDictionary-Hiligaynon
líkwat,"To upset, overturn. (see líkbà, líkwà, lígwat).",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/likwat/,PinoyDictionary-Hiligaynon
likwát-líkwat,Dim. and Freq. of líkwat. (see ligwátlígwat).,Hiligaynon,https://hiligaynon.pinoydictionary.com/word/likwat-likwat/,PinoyDictionary-Hiligaynon
líla,"(Sp. lila) The lilac shrub and its beautiful flowers; lilac colour, lilac-coloured, a blending of blue and pink. Ginbáklan níya ang íya nóbya sing isá ka térno nga líla líso (líla nga líso, líla nga lúgus). He bought for the bride a dress-suit of unfigured lilac.",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/lila/,PinoyDictionary-Hiligaynon
lílang,"Pickled or soused fish, fish preserved in brine; to souse or salt fish with the use of a little water. Lilánga ang tabyós. Salt the tabios-fish (with the use of a little water). May linílang kamó nga tabagák? Have you got any pickled tabagac-fish? (see binóro, binódo-fish preserved in salt alone without water).",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/lilang/,PinoyDictionary-Hiligaynon
lílas,"(H) To strip, cut into small strips buri-leaves or the like, to shred. Lilása ang burí. Cut the buri-leaves into strips. Lilási akó sing burí. Make for me some strips from buri-leaves. Liláson mo ang burí sing magamáy. Divide the buri-leaves into small strips. Maglílas ka sang burí sing magamáy, kay himóon ko nga kálò. Make small strips of the buri-leaves, for I am going to make a hat of them. (see ríras).",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/lilas/,PinoyDictionary-Hiligaynon
lilasán,"(H) An instrument for cutting buri-leaves, etc., into strips for weaving purposes. (see lílas).",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/lilasan/,PinoyDictionary-Hiligaynon
lílaw,"Boundary, fence, inclosure; limit, scope, circle, confines, range (of action, etc.). (see látid, dolónan, kadulúnan).",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/lilaw/,PinoyDictionary-Hiligaynon
lílì,"To look at, peep or squint through an aperture or hole, observe slily or cautiously. Kuháa ang tabón kag lilíon mo kag hikápon kon anó ang sa idálum. Take off the cover and look and feel what is beneath it. (see língling, bántay, lántaw, tán-aw, túluk).",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/lili/,PinoyDictionary-Hiligaynon
lilibángan,(H) Place were something is taken care of. Lilibángan sang mga kabatáan. Kinder-garten. Centre of puericulture. (see libáng).,Hiligaynon,https://hiligaynon.pinoydictionary.com/word/lilibangan/,PinoyDictionary-Hiligaynon
liligawón,"(H) What is to--, can--, should--, be removed to some other site or place; transferable, transplantable. (see lígaw).",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/liligawon/,PinoyDictionary-Hiligaynon
lilihíon,"(H) Things that are forbidden, taboo, banned, prohibited, disallowed, not allowed, proscribed, inadvisable or to be avoided, interdicted, not sanctioned. (see lihî).",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/lilihion/,PinoyDictionary-Hiligaynon
lilikáwan,"(H) What is to be--, should be--, can be--, avoided, avoidable, escapable. (see likáw).",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/lilikawan/,PinoyDictionary-Hiligaynon
lilimósan,(H) A person or object worthy of an alms or on whose behalf alms are collected or solicited. (see limós).,Hiligaynon,https://hiligaynon.pinoydictionary.com/word/lilimosan/,PinoyDictionary-Hiligaynon
lilímsan,See lilimósan.,Hiligaynon,https://hiligaynon.pinoydictionary.com/word/lilimsan/,PinoyDictionary-Hiligaynon
lilín,"(B) To turn down a hem or border, fold, double, tuck up, take a tuck in. Liliní akó sang ákon báyò. Fold up my jacket for me. Liliná ang mantél. Fold the table-cloth. Ililín akó ánay siníng papél. Please fold this paper for me. (see pilô).",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/lilin/,PinoyDictionary-Hiligaynon
lilingkóran,"(H) Seat, chair, etc. See lingkóran, lingkoránan. (língkod).",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/lilingkoran/,PinoyDictionary-Hiligaynon
lílis,"See lílas-to strip, pull-, tear-, off.",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/lilis/,PinoyDictionary-Hiligaynon
lilitsónon,"(H) Fit-, suitable-, prepared-, for being roasted on a spit. (see litsón).",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/lilitsonon/,PinoyDictionary-Hiligaynon
liliwánan,"(H) Place of change or repetition. Liliwánan sang pamatásan. A reformatory, house of correction. (see liwán).",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/liliwanan/,PinoyDictionary-Hiligaynon
lílong,"Concealment-, hiding-, of the truth; to hide, conceal, suppress-, keep from-, withhold-, the truth. Indì ka maglílong sang ímo mga salâ. Don't conceal your sins. Ginlilóngan níya ang íya amáy sang pagtámbong níya sa sáut. He kept back from his father the fact that he had assisted at the dance. Ilílong mo sa íya iníng hitabû. Hide from him this event or accident. (see likúm, tágò, hinabón).",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/lilong/,PinoyDictionary-Hiligaynon
lím-aw,"Gulf, large bay, sea, ocean, lake. (see dágat, línaw, lawúd).",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/lim-aw/,PinoyDictionary-Hiligaynon
líma,"(Sp. lima) Lime, lime-tree. (ríma id.).",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/lima/,PinoyDictionary-Hiligaynon
limá,"Five; to divide by five, make or take five parts. Limahón mo ka báhin iníng túmpok nga humáy kag ipanágtag sa íla. Divide this heap of rice in five parts and distribute it to them. Anó, tátlo lang ang ímo kuháon (báklón, dálhon, etc.)? Limahá lang. Why, are you taking (buying, fetching, etc.) only three? Take (buy, fetch, etc.) five.",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/lima/,PinoyDictionary-Hiligaynon
líma,"The hand. (see alíma, kamót).",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/lima/,PinoyDictionary-Hiligaynon
limá,"To handle, take in the hand, etc. (see alíma, alimá, pangalimá, pangamót).",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/lima/,PinoyDictionary-Hiligaynon
limálíma,A kind of plant.,Hiligaynon,https://hiligaynon.pinoydictionary.com/word/limalima/,PinoyDictionary-Hiligaynon
límas,"To worsen, make a disease worse, change for the worse (often implying a superstitious belief that one visiting a sick person after he has been to a house where someone has lately died will exert an injurious influence upon the sickness). Ginlímas níya ang katúl sang bátà, kay naghápit sa napátyan kag nagpaúlì nga walâ ánay pagtuóba. He made the child's skin-disease worse by going to a house where someone had died and returning home without being first disinfected by smoke. Naglímas siá sang ákon tígpas. He made my measles worse. Linímas níya ang hánggà (butí) sang ákon útud. On account of him my brother's smallpox got worse. (see láin, búg-at).",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/limas/,PinoyDictionary-Hiligaynon
"límas, limás","To bail-, dip-, scoop-, out water from a boat, to lighten a boat.",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/limas-limas/,PinoyDictionary-Hiligaynon
limátok,Mountain leech. See alimátok.,Hiligaynon,https://hiligaynon.pinoydictionary.com/word/limatok/,PinoyDictionary-Hiligaynon
límbag,"To colour, stain; to print. (see duág, bálhag).",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/limbag/,PinoyDictionary-Hiligaynon
limbáhon,A kind of coconut with reddish husks. Its milk is very tasty and sweet. (see libáhon).,Hiligaynon,https://hiligaynon.pinoydictionary.com/word/limbahon/,PinoyDictionary-Hiligaynon
límbo,"(Sp. limbo) Limbo, the place where the souls of the just were detained before the coming of Christ; limb, the border or outer edge of the sun and moon.",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/limbo/,PinoyDictionary-Hiligaynon
"límbò, límbo","Dark, gloomy, dusky; to be or become dark, dim, dusky. Naglímbò (lumímbò) ang íwag sang sugâ. The light of the lamp became dim. The lamp was put out. Límbò nga alágyan. A dark passage. A dusky or gloomy road (especially at night). (see dulúm, itúm).",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/limbo-limbo/,PinoyDictionary-Hiligaynon
límbok,"(B) Immature rice or corn heated in a gánga and pounded while hot; the dish made from such rice or corn, usually fried in lard. Límbok is contr. from linubúk. (see lubúk, pilípig).",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/limbok/,PinoyDictionary-Hiligaynon
límbong,"(B) Quiet, calm, windless, wind-free, not exposed to the wind. Pahigdaá ang masakít sa isá ka hulút nga límbong (malímbong). Let the sick person lie down in a quiet room, in a room sheltered from the wind.",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/limbong/,PinoyDictionary-Hiligaynon
límbong,"Fraud, imposture, cheating, swindle; to cheat, defraud, impose upon, bilk, diddle, do, take in, swindle, commit a fraud, appropriate fraudulently. Indì ka maglímbong kag índì ka magpalímbong. Don't cheat and don't allow yourself to be cheated. Linimbongán akó níya sing tátlo ka písos. He defrauded me of three pesos. Sa limá ka mángmang ilímbong mo sa íya ang tátlo. Of the five pesos keep back three yourself (and give him only two-or-defraud him of three pesos out of five). (see dáyà, agóng, lág-it, palítog, káwtì, káwat, tíkas, tákaw, likúm, lílong, tágò).",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/limbong/,PinoyDictionary-Hiligaynon
limitasyón,"(Sp. limitación). Limitation, restriction. (see látid, dólon).",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/limitasyon/,PinoyDictionary-Hiligaynon
límnan,"(B) Ugly of figure, harsh of sound, bad of smell, disagreeable to touch, etc., bad, mean, nasty; abominable. (see laímnan, maláin).",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/limnan/,PinoyDictionary-Hiligaynon
limóg,"(B) To speak, voice, give utterance to. Walâ na silá paglimgánay, pagkalimgánay-or-pagkalimogáy. They are no longer on speaking terms.",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/limog/,PinoyDictionary-Hiligaynon
límog,(B) Voice; sound. Maáyo siá sing límog. She has a good voice. (see tíngug).,Hiligaynon,https://hiligaynon.pinoydictionary.com/word/limog/,PinoyDictionary-Hiligaynon
límog,"(H) To injure, spoil, harm, cause damage to. Andamán mo ang lanahón, agúd índì malimógan. Take good care of the coconut-meat from which coconut-oil is to be extracted, so that it may not be spoilt. Ang amó nga mga pagbaísbáis nagalímog sang pagtoloóhan. Such disputes are injurious to faith. (see dáut, láut, hálit).",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/limog/,PinoyDictionary-Hiligaynon
limókon,A wild pigeon. See alimókon.,Hiligaynon,https://hiligaynon.pinoydictionary.com/word/limokon/,PinoyDictionary-Hiligaynon
limólimó,"To treat harshly, unjustly or oppressively, to oppress. Sing masamí ang mga ímol ginalimólimó sang mga manggaránon. Often the poor are harshly treated by the rich. Indì mo paglimólimohón ang ímo sologoón. Don't deal unjustly with your servant. (see pígus).",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/limolimo/,PinoyDictionary-Hiligaynon
limón,(Sp. limón) The lemon tree and its fruit.,Hiligaynon,https://hiligaynon.pinoydictionary.com/word/limon/,PinoyDictionary-Hiligaynon
limós,"(Sp. limosna) Alms, offering, gift, bounty, dole, gratuity; stipend for a Mass; funeral fee; to give an alms, etc. Ilimós sa makalolóoy nga táo iníng pisítas. Give the poor man this peseta. Límsi-or-limosí ang makilímos sing salapî. Give the beggar fifty centavos. Linímsan níya ang simbáhan sing napúlò ka mángmang. He made an offering of ten pesos to the church. Walâ pa silá paglímsi sang lángit sing mga bátà. They have not yet been blessed with children. Heaven has not yet granted them the gift of children. (see hátag, regálo, etc.).",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/limos/,PinoyDictionary-Hiligaynon
límot,"(H) Forgetfulness, oblivion; to forget, cease to remember, be forgetful or oblivious of. Nagkalímot-or-nalímot akó sinâ. I have forgotten it. I don't recollect it. It has escaped my memory. Indì mo pagkalímtan iní. Do not forget this. Indì níla malímtan ang ginagíhan níla nga kalisúd. They will be unable to forget the troubles they have passed through. Básì kon limóton mo akó. Perhaps you will forget me, will not think of me any longer. Pinanglímot siá. He forgot himself. He lost his self-possession. (see lipát, lígà).",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/limot/,PinoyDictionary-Hiligaynon
limotóg,"Pustule, rash, prickly heat. See líbtug, libutúg.",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/limotog/,PinoyDictionary-Hiligaynon
límpa,"To move to and fro, pitch, rock, toss, roll like a boat, a cradle or the like; to halt, limp. Ginalímpa sang hángin ang sakayán. The wind is rocking the boat, making the boat roll. (see lúmpa).",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/limpa/,PinoyDictionary-Hiligaynon
limpá-límpa,Dim. and Freq. of límpa. Ang kángga nagalimpálímpa. The cart is jolting. (see lumpálúmpa).,Hiligaynon,https://hiligaynon.pinoydictionary.com/word/limpa-limpa/,PinoyDictionary-Hiligaynon
limpásong,"A depression in the ground, etc. See alimpásong, libaóng.",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/limpasong/,PinoyDictionary-Hiligaynon
límpio,See límpyo.,Hiligaynon,https://hiligaynon.pinoydictionary.com/word/limpio/,PinoyDictionary-Hiligaynon
limpyabótas,(Sp. limpia botas) Boot-black.,Hiligaynon,https://hiligaynon.pinoydictionary.com/word/limpyabotas/,PinoyDictionary-Hiligaynon
límpyo,"(Sp. limpio) Clean, stainless, spotless, pure, free, clear; to clean, cleanse, make stainless, etc. Límpyohí ang balatonán, ang mga pínggan, etc. Clean the reception room, the plates, etc. Ilímpyo iníng habón sa mga panápton. Wash the clothes with this soap. Linimpyohán níya ang mga báso sing maáyo. He cleaned the glasses well. Límpyo na ang lángit nga walâ sing gál-um. The sky is now clear of clouds. (see tínlò).",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/limpyo/,PinoyDictionary-Hiligaynon
"límsan, etc.",From limós.,Hiligaynon,https://hiligaynon.pinoydictionary.com/word/limsan-etc/,PinoyDictionary-Hiligaynon
"límtan, etc.",From límot.,Hiligaynon,https://hiligaynon.pinoydictionary.com/word/limtan-etc/,PinoyDictionary-Hiligaynon
limúnaw,"(B) To disappear suddenly or unexpectedly, vanish, fade away, dissolve. Naglimúnaw ang ákon igsulúlat sa látok. My pen suddenly disappeared from the table. Bantayí iníng mga páhò, agúd índì maglimúnaw. Watch these mangoes, lest they should vanish or disappear i.e. lest they should be stolen. (see dúlà, túnaw, alimúnaw).",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/limunaw/,PinoyDictionary-Hiligaynon
limunsíto,"(Sp. limón, limoncillo) A kind of shrub with lemon-like fruit containing a viscous juice that is often used as paste.",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/limunsito/,PinoyDictionary-Hiligaynon
lín-ay,"Young, youthful, tender, soft, gentle; a young lady, girl, maiden of tender years. (see lanúbò, bataón, pamatán-on, malúm-ok, malolô, malólot, etc.).",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/lin-ay/,PinoyDictionary-Hiligaynon
línà,"Very tasty, sweet toddy.",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/lina/,PinoyDictionary-Hiligaynon
linabô,Cut or smitten with a sharp-edged tool. (see labô).,Hiligaynon,https://hiligaynon.pinoydictionary.com/word/linabo/,PinoyDictionary-Hiligaynon
linábo,"Dyed, steeped in colour. Linábo nga báyò. A dyed jacket. (see linúgum from lúgum).",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/linabo/,PinoyDictionary-Hiligaynon
linábo,"Put-, lain-, in steep for one night. Bunáng nga linábo. Yarn that has lain in steep overnight.",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/linabo/,PinoyDictionary-Hiligaynon
linagápok,"A confused noise, clatter, crash, as of falling boards, or the like. See lagápok.",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/linagapok/,PinoyDictionary-Hiligaynon
linagátik,"Clash, rattling, clatter; to rattle, etc. See lagátik.",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/linagatik/,PinoyDictionary-Hiligaynon
linágo,"Striped, streaked, variegated (particularly applied to rough hemp-cloth or cotton goods). (see lágo-worm; sinamáy).",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/linago/,PinoyDictionary-Hiligaynon
linágot,"A cracking, squeaking, creaking sound; to creak, etc. (see lágot, ígot).",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/linagot/,PinoyDictionary-Hiligaynon
linágpang,"Meat, fish, chicken, etc. roasted over live coals and served with vinegar and chili, etc. Ang ámon súd-an sa panyága linágpang. We had a side-dish of linágpang for dinner. (see lágpang).",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/linagpang/,PinoyDictionary-Hiligaynon
lináhe,"(Sp. linaje) Line, lineage, family, progeny, race, stock, kin. (see panimaláy, kalíwat, kadúgò, himatâ).",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/linahe/,PinoyDictionary-Hiligaynon
linahón,"Maize (with husks) roasted on the cob. As a rule the linahón is roasted once more (íhaw, bóog) before it is eaten. (see binóog, iníhaw, sinúgba).",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/linahon/,PinoyDictionary-Hiligaynon
linangás,"Joke, jest, fun; to joke, make fun, jest, ridicule. (see langás).",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/linangas/,PinoyDictionary-Hiligaynon
linapákan,"Trace, track, foot-print. (see lápak, lapakán).",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/linapakan/,PinoyDictionary-Hiligaynon
"linapíd, linapíd-lapíd","Firmly joined or connected, twin. (see lapíd).",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/linapid-linapid-lapid/,PinoyDictionary-Hiligaynon
linár,"(Sp. llenar) To fill out blank spaces in a printed form, etc. Linahá ang balótas. Fill in the ballot-form. Linahí akó siníng papél kay akó índì kahibaló. Fill in this paper for me, for I do not know how to do it. (see punô, lunúb, dúgang).",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/linar/,PinoyDictionary-Hiligaynon
línas,"To tread, trample upon, applied especially to the separating of rice-grains from the ears by trampling on them. Linása ang humáy. Tread the rice. Linásan akó nímo sing tátlo ka pásong nga humáy. Tread three bushels of rice for me. Maálam ka balá maglínas? Do you know how to tread rice? Ginlínas gid lang níya ang ákon katarúngan. He trampled on my rights. He spurned my arguments. (see lápak, tápak).",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/linas/,PinoyDictionary-Hiligaynon
linasán,"An elevated platform, usually a kind of bamboo-flooring, for threshing rice by treading. (see línas, bayáwbáyaw, pápag).",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/linasan/,PinoyDictionary-Hiligaynon
lináta,"Canned goods or provisions. (see láta, lalatahón).",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/linata/,PinoyDictionary-Hiligaynon
línaw,"Lake, pond, sheet of quiet water, loch, lough, mere, tarn; to be or become quiet, peaceful, unruffled, still, smooth, calm. Naglínaw na ang dágat, ang íya kaákig, etc. The sea is now smooth, his anger has cooled or quieted down, etc. Nalináwan (-áwhan) kamí sang dágat sang ámon pagpakádto sa Manílà. We had a calm sea when we went to Manila. Indì ka magpalígos dirâ sa sulúg, kóndì dirí lang sa línaw. Don't bathe there in the current, but here in this quiet pool.",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/linaw/,PinoyDictionary-Hiligaynon
lináw-línaw,"Dim. and Freq. of línaw. A small pond, lin, linn, pool or puddle. (see líb-o, danáw).",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/linaw-linaw/,PinoyDictionary-Hiligaynon
líng-an,"For linógan from línog-to quake, etc.",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/ling-an/,PinoyDictionary-Hiligaynon
líng-og,"Noise, nuisance, annoyance; to annoy, be annoyed. Ginaling-ogán akó sinâ. I am annoyed at that. That annoys me. (see gamú, gáhud).",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/ling-og/,PinoyDictionary-Hiligaynon
língas,"To be distracted, confused, upset, flurried, to look about distractedly not knowing what to do or where to turn to. Indì mo paglingásan ang bátà. Don't be so distracted as to forget the baby (your charge). Indì mo igkalíngas inâ. Don't allow yourself to be upset by such a thing. Dumúlug ang íya paghámbal kag lumíngas siá sa may bintánà. He stopped talking and looked distractedly towards the window. (see língin).",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/lingas/,PinoyDictionary-Hiligaynon
lingás,"Unnerved, distracted, upset, flurried, confused, not knowing what to do or say out of fear or bashfulness. (see lingín).",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/lingas/,PinoyDictionary-Hiligaynon
lingás-língas,Dim. and Freq. of língas. Anó ang ginalingáslíngas mo? What are you turning your head for? Why are you looking from right to left? Why are you so distracted?,Hiligaynon,https://hiligaynon.pinoydictionary.com/word/lingas-lingas/,PinoyDictionary-Hiligaynon
lingás-lingás,Dim. of lingás.,Hiligaynon,https://hiligaynon.pinoydictionary.com/word/lingas-lingas/,PinoyDictionary-Hiligaynon
lingáw,"To be distracted, look about curiously or listlessly, divert one's attention, entertain, amuse; distracted, astray, lost, diverted. Indì ka maglingáw (magpalingáw) sa simbáhan. Do not be distracted in church. Ilingáw akó ánay sináng mga bátà. Kindly amuse those children for me. Ilingáw sa íya iníng hampangánan. Divert him with this toy. Lingawá siá. Distract, entertain or amuse him. Lingáw silá. They are distracted. (see lingô, lingî, lingíg, lísi, bangá).",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/lingaw/,PinoyDictionary-Hiligaynon
lingáw-língaw,"Dim. and Freq. of lingáw. Lingáwlingáwa ang bátà. Do something to amuse the baby. Nagalingáwlíngaw silá sa baybáyon. They are diverting themselves on the beach. Lingáwlingáwon ang íya mga kalisúd, si nánay mo, etc. Get his mind off his troubles, entertain your mother, etc. Indì ka maglingáwlíngaw. Don't be absent-minded or unattentive.",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/lingaw-lingaw/,PinoyDictionary-Hiligaynon
linggáhub,"Washed-out parts of-, a washout in-, a road, pool, puddle, mudhole, plash, splash. (see danáw).",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/linggahub/,PinoyDictionary-Hiligaynon
linggálhub,See linggáhub id.,Hiligaynon,https://hiligaynon.pinoydictionary.com/word/linggalhub/,PinoyDictionary-Hiligaynon
linggánay,"Bell; to ring the bells. Lingganáya ang bágting-or-bagtingá ang linggánay. Ring the bell or bells. Lingganáyi ang bulunyágan sing tátlo ka basál. Ring three peals for the baptism. (see bágting, básal, basál, rimáte, ripíke).",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/lingganay/,PinoyDictionary-Hiligaynon
lingganáyan,Belfry. (see kampanáryo).,Hiligaynon,https://hiligaynon.pinoydictionary.com/word/lingganayan/,PinoyDictionary-Hiligaynon
linggí-línggi,"To shake to and fro or up and down, rock, tip, sway to and fro, (said of one's head, of the rolling and pitching of boats, etc.; limpálímpa, lumpálúmpa, lingkánglíngkang; úndag, tumbôtúmbò).",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/linggi-linggi/,PinoyDictionary-Hiligaynon
