word,POS symbol,POS word,meaning,sentiment score,sentiment
idálum,VB,verb,"to put under, to demote, to descend.",0.0,Neutral
ídas,NN,noun,"furrow, line.",0.0,Neutral
ídas,VB,verb,"to line, to furrow.",0.0,Neutral
idík,NN,noun,"pigling, piglet.",0.0,Neutral
ídlab,VB,verb,"to catch fire, to burst into flame.",-0.34,Negative
idú’,NN,noun,dog.,0.0,Neutral
iga,VB,verbal affix,designating proposed action for instrumental focus.,0.0,Neutral
ígham,VB,verb,"to cough slightly, to clear the throat so as to attract attention.",0.623,Positive
iglésya,NN,noun,church.,0.0,Neutral
ignorante,JJ,adjective,"ignorant
synonym: mangmang",-0.273,Negative
ignorante,NN,noun,"ignorant
synonym: mangmang",-0.273,Negative
ígpat,VB,verb,"to spark, to flicker, to twinkle as of stars.",0.226,Positive
igsú’un,NN,noun,relation between godchild and children of godparents.,0.0,Neutral
ígut,VB,verb,"to creak, to emit a grating sound by friction.",-0.103,Negative
igú’,VB,verb,"to fit, to accommodate.",0.361,Positive
íhaw,VB,verb,"to broil, to roast over live coal.",0.0,Neutral
ihi,NN,noun,(international standards) iso 639-3 language code for ihievbe.,0.0,Neutral
íhi,NN,noun,axle bar.,0.0,Neutral
íhi’,NN,noun,urine.,0.0,Neutral
íhi’,VB,verb,"to urinate, to pass water.",0.0,Neutral
ikaw,PRP,pronoun,you,0.0,Neutral
ikáw,PRP,pronoun,you (singular second person nominal pronoun).,0.0,Neutral
íkit,JJ,adjective,"close together, dense, least possible space between the elements.",0.0,Neutral
ikog,NN,noun,tail,0.0,Neutral
ikog,VB,verb,tail,0.0,Neutral
íkug,NN,noun,tail.,0.0,Neutral
ikúg’íkug,VB,verb,"to tail along, to tag along, to wag the tail as a dog.",-0.052,Negative
ilá,JJ,adjective,"elusive, untamed, undomesticated.",0.0,Neutral
íla,PRP,pronoun,"their, theirs (third person plural pre-position source pronoun).",0.0,Neutral
ilaga,NN,noun,rat (medium-sized rodent of genus rattus),0.0,Neutral
ilagá’,NN,noun,"rodent, rat, mouse.",0.0,Neutral
ilayá,NN,noun,"hinterland, remote area.",0.0,Neutral
íla’,VB,verb,"to like, to admire, to appreciate, to wish for.",0.875,Positive
ilig,VB,verb,tooth,0.0,Neutral
ílig,NN,noun,"flow, current.;  ditch, drainage.",0.0,Neutral
ílig,VB,verb,"to flow, to run through.",0.0,Neutral
ilímnun,NN,noun,"drink, beverage, liquor.",0.0,Neutral
ílis,VB,verb,"to change, to alter, to vary, to replace, to exchange.",0.0,Neutral
ilisan,NN,noun,dressing room where someone changes clothing,0.0,Neutral
ilo,NN,noun,(international standards) iso 639-2 & iso 639-3 language code for ilocano.,0.0,Neutral
ilok,NN,noun,(anatomy) armpit,0.0,Neutral
ilong,NN,noun,nose,0.0,Neutral
ílu,NN,noun,orphan.,0.0,Neutral
ílu,VB,verb,"to become an orphan, to be orphaned.",0.0,Neutral
ílug,VB,verb,"to follow, to imitate, to copy, to forge.",0.0,Neutral
íluk,NN,noun,armpit.,0.0,Neutral
ilúng,NN,noun,nose.,0.0,Neutral
ilúy,NN,noun,mother.,0.0,Neutral
imbénto,NN,noun,"invention, creation.",0.273,Positive
imbénto,VB,verb,"to invent, to devise.",0.0,Neutral
imbestigár,VB,verb,"to investigate, to censure.",0.0,Neutral
imbitasyón,NN,noun,invitation.,0.0,Neutral
imprénta,NN,noun,printing press.,0.0,Neutral
imprénta,VB,verb,"to print, to put in paper through a printing press.",0.0,Neutral
ímpun,VB,verb,"to join together, to conglomerate, to associate, to pull talents together.",0.637,Positive
impúntu,RB,adverb,"of time, sharp, on the dot.",0.0,Neutral
impyérno,NN,noun,"hell, nether world.",-0.681,Negative
ímu,PRP,pronoun,"your, yours (second person singular pre-position source pronoun).",0.0,Neutral
ímul,JJ,adjective,"poor, impoverized.",-0.477,Negative
ímul,VB,verb,"to become poor, to lose money or wealth.",-0.382,Negative
ímun,NN,noun,"jealousy, envy.",-0.527,Negative
ímun,VB,verb,to feel jealous.,-0.459,Negative
inánu,NN,noun,"dwarfish man, man of dwarfish proportions.",0.0,Neutral
iná’,DT,deictic,that (far from the speaker).,0.0,Neutral
índay,NN,noun,"younger girls of age one to fifteen, address term for girls chronologically younger than the speaker, address term for unfamiliar non-acquainted informal relationship.",0.0,Neutral
indi,JJ,adjective,"now
nə vaxt gedək yanına? i̇ndi yoxsa sonra?when shall we go visit him/her? now or later?",0.0,Neutral
indi,DT,determiner,"now
nə vaxt gedək yanına? i̇ndi yoxsa sonra?when shall we go visit him/her? now or later?",0.0,Neutral
índis’índis,NN,noun,"contest, competition.",0.0,Neutral
índis’índis,VB,verb,"to hold a contest, to compete.",0.0,Neutral
índi’,RB,adverb,"negative particle, no.",-0.572,Negative
ineksyón,NN,noun,"injection, syringe.",0.0,Neutral
ineksyón,VB,verb,"to inject, to prick with a needle.",-0.34,Negative
ingít,JJ,adjective,"irritable, angry, in bad temper.",-0.914,Negative
ingít,VB,verb,"to be in a bad mood, to be irritated.",-0.758,Negative
ingkáhi,NN,noun,"lace, trimming for a dress.",0.0,Neutral
ingkántu,NN,noun,"fairy, evil spirit.",-0.572,Negative
ingkántu,JJ,adjective,enchanted.,0.382,Positive
ingol,NN,noun,"scarcity, dearth",-0.511,Negative
íngud,VB,verb,"to be close by, to move closer, to be intimate with, be beside of.",0.0,Neutral
íngus,VB,verb,"to sniffle, to draw air audibly.",0.0,Neutral
ini,PRP,pronoun,"(balakan, qakh, sheki, zaqatala) husband's brother
synonym: qayın",0.0,Neutral
iní,DT,deictic,this (near the speaker).,0.0,Neutral
inínglis,NN,noun,english language.,0.0,Neutral
init,NN,noun,"(computing) clipping of initialization.
after the sixth successive system init he had to concede that the database was corrupt.",0.273,Positive
ínit,NN,noun,"heat, temperature, heat of the sun, anger.",-0.572,Negative
ínit,JJ,adjective,"warm, hot, in rage, passionate.",0.178,Positive
ínit,VB,verb,"to heat, to boil, to make angry, to enrage, to boil with passion or rage.",-0.818,Negative
inítan,NN,noun,sunshine.,0.494,Positive
inosénte,JJ,adjective,innocent.,0.34,Positive
inpierno,NN,noun,hell,-0.681,Negative
insúltu,NN,noun,"insult, ridicule.",-0.743,Negative
insúltu,VB,verb,"to insult, to ridicule, to affront.",-0.743,Negative
interés,NN,noun,"interest, raise.",0.459,Positive
interés,VB,verb,"to be interested in, to covet.",0.402,Positive
intsík,NN,noun,chinese.,0.0,Neutral
íntu’,NN,noun,flattery.,0.103,Positive
íntu’,VB,verb,"to convince with good graces, to play ball with emotions, to flatter.",0.852,Positive
inúg-,NN,noun formative,instrumental noun formative affix.,0.0,Neutral
inúm,NN,noun,"drink, beverage, liquor;  beverage, liquor.",0.0,Neutral
inúm,VB,verb,"to drink, to take in.",0.0,Neutral
inúmul,NN,noun,"fist, clinched fist.",0.0,Neutral
ínut,JJ,adjective,"frugal, stingy, thrifty.",-0.382,Negative
inútil,JJ,adjective,"useless, decrepit, disabled.",-0.421,Negative
ínyu,PRP,pronoun,"your, yours (second person plural pre-position source pronoun).",0.0,Neutral
ípa-,VB,verbal affix,designating causation of action by the actor.,0.0,Neutral
íping,VB,verb,"to seat next to, to be at the side of, to adjoin.",0.0,Neutral
ípit,VB,verb,"to compress, to squeeze, to press between.",0.0,Neutral
ipot-ipot,NN,noun,firefly,0.0,Neutral
íput,NN,noun,"feces, animal waste matter;  anus.",-0.402,Negative
íput,VB,verb,to move the bowel.,0.0,Neutral
irás,VB,verb,"to feel uncomfortable with, to have a low regard for.",-0.572,Negative
isa,JJ,adjective,(international standards) iso 639-3 language code for isabi.,0.0,Neutral
isa,NN,noun,(international standards) iso 639-3 language code for isabi.,0.0,Neutral
isa,NN,noun,(international standards) iso 639-3 language code for isabi.,0.0,Neutral
isa,VB,verb,(international standards) iso 639-3 language code for isabi.,0.0,Neutral
isá,CD,numeral,one;  first.,0.0,Neutral
isa pa,JJ,adjective,"likewise, plus",0.0,Neutral
isda,NN,noun,"(daet) fish
synonym: sira",0.0,Neutral
ísda’,NN,noun,fish.,0.0,Neutral
ísda’,VB,verb,"to catch fish, to go out to the sea to catch fish.",0.0,Neutral
ísip,NN,noun,"number, count.",0.077,Positive
ísip,VB,verb,"to count, to reckon, to enumerate.",0.0,Neutral
ísi’ísi,VB,verb,"to walk unsteadily, to stagger, to be unsteady in walking.",0.0,Neutral
ispíya,NN,noun,"spy, fifth column.",0.0,Neutral
ispíya,VB,verb,"to spy, to watch closely.",0.0,Neutral
istórya,NN,noun,"conversation, story.",0.0,Neutral
istórya,VB,verb,"to tell a story, to converse.",0.0,Neutral
ísu,NN,noun,chalk.,0.0,Neutral
ísug,NN,noun,"courage, boldness, bravery.",0.836,Positive
ísug,JJ,adjective,"bold, brave, courageous.",0.856,Positive
ísug,VB,verb,"to become courageous, to make one’s self brave to face adversities.",0.649,Positive
ísul,VB,verb,"to retreat, to move back, to step back so as to make way.",0.202,Positive
íswag,VB,verb,"to move over, to extend, to move away, to make room.",0.178,Positive
ítik,NN,noun,duckling.,0.0,Neutral
ítik,VB,verb,to tickle.,0.0,Neutral
itikíta,NN,noun,"trademark, label.",0.0,Neutral
ítlug,NN,noun,egg.,0.0,Neutral
ítlug,VB,verb,to lay an egg.,0.0,Neutral
itom,JJ,adjective,black (color/colour),0.0,Neutral
itom,NN,noun,black (color/colour),0.0,Neutral
itot,DT,determiner,to have sexual intercourse with someone,0.0,Neutral
itot,VB,verb,to have sexual intercourse with someone,0.0,Neutral
itúm,JJ,adjective,"black, dark, dark in complexion.",0.0,Neutral
itúm,VB,verb,"to become black, to get a tan.",0.0,Neutral
íwag,NN,noun,"light, illumination.",0.0,Neutral
íwat,JJ,adjective,"grave, seriously ill.",-0.727,Negative
iya,DT,determiner,(international standards) iso 639-3 language code for iyayu.,0.0,Neutral
iya,PRP,pronoun,(international standards) iso 639-3 language code for iyayu.,0.0,Neutral
iyá,RP,particle,"specifier distinguishing particle used before or after a deictic, noun or pronoun chosen to be emphasized.",0.0,Neutral
íya,PRP,pronoun,"his, her, hers, its (third person singular pre-position source pronoun).",0.0,Neutral
iyot,NN,noun,"(vulgar) coitus; sexual intercourse
synonyms: habal, kayat, hilawas, jerjer, torjak",0.0,Neutral
iyot,VB,verb,"(vulgar) coitus; sexual intercourse
synonyms: habal, kayat, hilawas, jerjer, torjak",0.0,Neutral
ka-…-anan,NN,noun formative,noun formative affix designating abstract plurality.,0.0,Neutral
ka-…-la…-an,NN,noun formative,noun formative affix designating abstract plurality.,0.0,Neutral
ka-…-lu-…,NN,noun formative,noun formative affix designating abstract plurality of state of being.,0.0,Neutral
ka-…-un,NN,noun formative,"noun formative affix designating state, quality, degree.",0.0,Neutral
kaagahon,NN,noun,dawn,0.0,Neutral
kaambong,NN,noun,handsomeness,0.527,Positive
kaaway,NN,noun,enemy; foe,-0.751,Negative
kabakahan,NN,noun,cattle,0.0,Neutral
kabalyero,NN,noun,peacock flower (caesalpinia pulcherrima),0.0,Neutral
kabalyéro,NN,noun,"knight, gentleman.",0.0,Neutral
kabán,NN,noun,"chest, a native basket holding a quantity of approximately one cavan or 25 liters.",0.0,Neutral
kabangis,JJ,adjective,"fierceness, ferocity",-0.178,Negative
kabangisan,NN,noun,"violence; cruelty; wickedness
synonyms: kaisogan, kakurihan, karingisan",-0.902,Negative
kabanyagaan,JJ,adjective,"mean, malicious, vile, wicked",-0.818,Negative
kabanyagaan,NN,noun,"mean, malicious, vile, wicked",-0.818,Negative
kabataon,JJ,adjective,young,0.0,Neutral
kabatá’an,NN,noun,children.,0.0,Neutral
kabáy,RP,particle,"hope so, in all probability, god willing.",0.612,Positive
kabáy,VB,verb,"to wish for, to desire, to request.",0.66,Positive
kabayo,NN,noun,horse,0.0,Neutral
kabáyu’,NN,noun,horse.,0.0,Neutral
kabáyu’,VB,verb,to ride on horseback.,0.0,Neutral
kabesera,NN,noun,head of the table,0.0,Neutral
kabeséra,NN,noun,"head of the table, chairman, leader.",0.0,Neutral
kábig,VB,verb,"to consider, to hold or take for, to look upon as.",0.0,Neutral
kabít,VB,verb,to hand up.,0.494,Positive
kábu,NN,noun,"foreman, overseer.",0.0,Neutral
kabuang,NN,noun,madness; insanity,-0.765,Negative
kabúg,NN,noun,bat.,0.0,Neutral
kabugaw,NN,noun,the kaffir lime (citrus hystrix),0.0,Neutral
kabúgaw,NN,noun,"native grapefruit, which is big and sweet.",0.459,Positive
kabuhi,NN,noun,"an illness characterized by dizziness, nausea, chills and symptoms similar to hyperacidity, gripes, heartburn and gastroesophageal reflux disease",-0.402,Negative
kabulig,NN,noun,"assistant, helper
synonym: katabang",0.34,Positive
kabús,RB,adverb,"not fit, not enough, hapless.",-0.019,Neutral
kabú’,NN,noun,can or container used for pouring water over the body when taking a bath.,0.0,Neutral
káda,JJ,adjective,"every, each.",0.0,Neutral
kadak-an,NN,noun,hall,0.0,Neutral
kadalag-an,NN,noun,success,0.572,Positive
kadam-an,JJ,adjective,many,0.0,Neutral
kadang,NN,noun,"stilts
nagalakát silá sa kádang.they are walking on stilts.",0.0,Neutral
kádaw,VB,verb,to wade in the water.,0.0,Neutral
kádena,NN,noun,chain.,0.0,Neutral
kadiotay,JJ,adjective,small,0.0,Neutral
kádlaw,NN,noun,laughter.,0.494,Positive
kádlaw,VB,verb,to laugh.,0.557,Positive
kadton,VB,verb,bite,0.0,Neutral
kádtu,VB,verb,"to go to, to depart.",0.0,Neutral
kadugay,NN,noun,duration,0.0,Neutral
kadumot,NN,noun,"hatred, grudge
antonym: higugma",-0.637,Negative
kadumut,NN,noun,alternative spelling of kadumot,0.0,Neutral
kafé,NN,noun,coffee.,0.0,Neutral
kag,JJ,adjective,(international standards) iso 639-3 language code for kajaman.,0.0,Neutral
kág,CC,conjunction,"and, furthermore.",0.0,Neutral
kagab-i,NN,noun,last night,0.0,Neutral
kagáb’i,RB,adverb,"last night, the night preceding.",0.0,Neutral
kagagmayan,NN,noun,the poor or uninfluential members of a community,-0.477,Negative
kagát,VB,verb,"to bite, to snap, to catch between the teeth.",0.0,Neutral
kagaw,NN,noun,scratching (relief for an itch),0.477,Positive
kágaw,NN,noun,"germ, microbe.",0.0,Neutral
kagayonan,NN,noun,"beauty; splendor
synonym: kadahoman",0.832,Positive
kagulangan,NN,noun,old-growth forest,0.0,Neutral
kagulángan,NN,noun,"forest, uncleared land.",0.0,Neutral
kagúla’,NN,noun,"noise, excitement.",0.494,Positive
kagúla’,VB,verb,"to be noisy, to be excited.",0.178,Positive
kagús,VB,verb,to scrape off.,0.0,Neutral
kag’ína,RB,adverb,variant of ka’ína.,0.0,Neutral
káha,NN,noun,"jewel box, safe.",0.66,Positive
kahápun,RB,adverb,yesterday.,0.0,Neutral
kahas,NN,noun,daringness,0.34,Positive
káhas,JJ,adjective,"violent, daring.",-0.34,Negative
káhas,VB,verb,"to dare, to make a challenge, to be violent.",-0.557,Negative
kahéro,NN,noun,cashier.,0.0,Neutral
káhig,VB,verb,"to rake, to shovel.",0.0,Neutral
kahigayúnan,NN,noun,chance.,0.25,Positive
kahikaw,NN,noun,"envy, spite",-0.67,Negative
kahíl,NN,noun,nectarine.,0.0,Neutral
kahilwayan,NN,noun,"freedom; liberty
synonym: kaluasan",0.823,Positive
kahimtángan,NN,noun,"situation, condition, position.",0.0,Neutral
kahinguyangan,NN,noun,"expenditure, waste",-0.421,Negative
kahoy,NN,noun,tree; wood,0.0,Neutral
kahubug,NN,noun,drunkenness; intoxication; inebriation,0.0,Neutral
kahulugán,NN,noun,meaning.,0.0,Neutral
kahún,NN,noun,box.,0.0,Neutral
káhuy,NN,noun,"tree, wood, timber.",0.0,Neutral
kaisug,NN,noun,courage,0.494,Positive
kakás,VB,verb,"to wash away, to take out, to dissolve.",0.0,Neutral
kakí,JJ,adjective,"brown, tan.",0.0,Neutral
kalabánan,RB,adverb,"mostly, for the greater part.",0.361,Positive
kalabánan,NN,noun,majority.,0.0,Neutral
kalabasa,NN,noun,squash,0.0,Neutral
kalabása,NN,noun,yellow squash.,0.0,Neutral
kalabéra,NN,noun,"skeleton, framework.",0.0,Neutral
kaladlawan,NN,noun,comic,0.0,Neutral
kalag,NN,noun,"a ghost; a spirit; a soul
synonyms: espiritu, multo",-0.153,Negative
kalág,NN,noun,"ghost, soul, spirit.",-0.153,Negative
kalagday,NN,noun,"gentleness, tenderness",0.421,Positive
kalaglagan,NN,noun,"destruction, perdition, ruin",-0.818,Negative
kaláha’,NN,noun,frying pan.,0.0,Neutral
kalám,JJ,adjective,"sensitive to tickling, uncomfortable.",-0.382,Negative
kalám,VB,verb,to become ticklish.,0.0,Neutral
kalamánsi’,NN,noun,"lime, lemon.",0.0,Neutral
kalámay,NN,noun,refined sugar.,0.0,Neutral
kalámbre,VB,verb,"to chill, to tremble, to shiver.",-0.273,Negative
kalamidád,NN,noun,calamity.,0.0,Neutral
kalamunding,NN,noun,calamondin,0.0,Neutral
kalán,NN,noun,"native stove usually made of wrought iron elevated on three thin legs, fire pit made of three stones to hold the pot.",-0.34,Negative
kalan-on,NN,noun,"food, especially rice",0.0,Neutral
kálas,VB,verb,to rustle like dry leaves.,0.361,Positive
kalaykáy,NN,noun,rake.,0.0,Neutral
kalayo,NN,noun,"fire; flame
synonym: laad",-0.34,Negative
kaldera,NN,noun,caldera,0.0,Neutral
kaldéro,NN,noun,kettle made of wrought iron.,0.0,Neutral
kalendáryo,NN,noun,calendar.,0.0,Neutral
kalésa,NN,noun,"buggy, cart pulled by a horse.",0.0,Neutral
káli,VB,verb,to dig up.,0.0,Neutral
kalibutan,NN,noun,world,0.0,Neutral
kalibútan,NN,noun,"universe, earth, world.",0.0,Neutral
kalikog,VB,verb,to clean; to probe,0.402,Positive
kalim-an,NN,noun,"fifty
synonym: singkuwenta",0.0,Neutral
kalimutáw,NN,noun,eyeball.,0.0,Neutral
kalipay,NN,noun,happiness,0.557,Positive
kalis,NN,noun,a filipino sword akin to the kris.,0.0,Neutral
kalis,VB,verb,a filipino sword akin to the kris.,0.0,Neutral
kalís,VB,verb,to skim the top so as to make even.,0.202,Positive
kalisang,NN,noun,"horror, terror",-0.796,Negative
kalít,VB,verb,to take the opportunity.,0.421,Positive
kálkal,VB,verb,"of bones from a niche, to dig out.",0.0,Neutral
kalooy,NN,noun,"mercy
synonym: awa",0.361,Positive
kalsada,NN,noun,"road; street
synonym: dalan",0.0,Neutral
kaluhaan,NN,noun,"twenty
synonym: baynte",0.0,Neutral
kálut,VB,verb,"to scratch gently, to ease an itchy feeling.",0.599,Positive
kálu’,NN,noun,"hat, cap.",0.0,Neutral
kalú’uy,NN,noun,"mercy, pity, clemency.",0.077,Positive
kálye,NN,noun,"street, road, avenue.",0.0,Neutral
káma,NN,noun,bed.,0.0,Neutral
kamalig,NN,noun,"hut
synonyms: payag-payag, lungalong, balayan",0.0,Neutral
kamálig,NN,noun,barn.,0.0,Neutral
kámang,VB,verb,"to creep, to crawl, to walk on all fours.",0.0,Neutral
kamángyan,NN,noun,incense.,0.0,Neutral
kamánsi,NN,noun,breadfruit.,0.0,Neutral
kamao,VB,verb,"an extinct bird of hawaii, myadestes myadestinus.",0.0,Neutral
kamaróte,NN,noun,"of a ship, cabin.",0.0,Neutral
kamásun,NN,noun,claw.,0.0,Neutral
kamatáyan,NN,noun,death.,-0.599,Negative
kamatayon,NN,noun,"death
antonym: kinabuhi",-0.599,Negative
kamatis,NN,noun,tomato,0.0,Neutral
kamátis,NN,noun,tomato.,0.0,Neutral
kamatuoran,NN,noun,truth; veracity,0.318,Positive
kámbang,JJ,adjective,"spotted, mixed, of two shades or colors.",0.0,Neutral
kámbyu,VB,verb,"to exchange, to barter, to swap.",0.0,Neutral
kami,PRP,pronoun,"(religion, shinto) an animistic god or spirit in the shinto religion of japan.
2000, ree soesbee, “armies on the march”, in the crane (legend of the five rings), renton, wash.: wizards of the coast, →isbn, page 96:chanting the mantra of the fire kami, they called to the blaze, summoning the heart of each flickering flame to life.
2021, marie brennan [pseudonym; bryn neuenschwander], chapter 18, in the night parade of 100 demons (legend of the five rings), nottingham, nottinghamshire: aconyte books, →isbn, page 211:but ryōtora had definitely moved a shintai during the makeshift festival – and it must have been saiun-nushi’s, because sekken couldn’t imagine the shugenja could call a kami into a foreign vessel without noticing.",0.888,Positive
kamí,PRP,pronoun,we (exclusive first person plural nominal pronoun).,0.128,Positive
kamisadéntro,NN,noun,men’s shirt.,0.0,Neutral
kamiséta,NN,noun,undershirt.,0.0,Neutral
kamisún,NN,noun,"ladies’ full slip, chemise.",0.0,Neutral
kámlut,VB,verb,"to paw, to touch.",0.0,Neutral
kamo,PRP,pronoun,(in the plural) you,0.0,Neutral
kampana,NN,noun,"large bell
synonym: bagtingan",0.0,Neutral
kampanáryu,NN,noun,belfry.,0.0,Neutral
kampánya,NN,noun,campaign.,0.0,Neutral
kampánya,VB,verb,to campaign.,0.0,Neutral
kámpi,VB,verb,"to side with, to be an ally to.",0.0,Neutral
kámpo,NN,noun,camp.,0.0,Neutral
kampyón,NN,noun,champion.,0.599,Positive
kamú,PRP,pronoun,you (plural second person nominal pronoun).,0.0,Neutral
kamumú’u,NN,noun,claw.,0.0,Neutral
kamústa,VB,verb,"to greet, to shake hands with, to inquire of one’s health.",0.153,Positive
kamút,NN,noun,hand.,0.494,Positive
kamúti,NN,noun,sweet potato.,0.459,Positive
kamútingkáhuy,NN,noun,cassava.,0.0,Neutral
kan-on,NN,noun,boiled rice; cooked rice,0.0,Neutral
kan-uman,NN,noun,"sixty
synonym: saisenta",0.0,Neutral
kanál,NN,noun,"canal, ditch, drainage.",0.0,Neutral
kánay,VB,verb,"to subside as of winds and waves, to become less intense, to abate.",0.002,Neutral
kandádu,NN,noun,padlock.,0.0,Neutral
kandádu,VB,verb,to lock with a padlock.,0.0,Neutral
kánday,RP,particle,personal name marker.,0.0,Neutral
kandidáto,NN,noun,candidate.,0.0,Neutral
kandíla’,NN,noun,candle.,0.0,Neutral
kanding,NN,noun,goat,0.0,Neutral
kánding,NN,noun,goat.,0.0,Neutral
kándus,VB,verb,"to scoop out, to serve on a dish from a pot.",0.153,Positive
kánta,NN,noun,"song, tune.",0.0,Neutral
kánta,VB,verb,"to sing, to chant, to warble.",0.0,Neutral
kantéro,NN,noun,mason.,0.0,Neutral
kantidád,NN,noun,"quantity, amount.",0.0,Neutral
kánto,NN,noun,street corner.,0.0,Neutral
kanú’,NN,noun,american.,0.0,Neutral
kányon,NN,noun,cannon.,0.0,Neutral
kán’un,NN,noun,cooked steamed rice.,0.0,Neutral
kaon,VB,verb,"(particle physics) any of four unstable subatomic particles, mesons, they are a combination of a strange quark or antiquark and either an up or down quark or antiquark
k0: strange quark + down antiquark
k0* (antiparticle of k0): down quark + strange antiquark
k+: strange quark + up antiquark
k- (antiparticle of k+): up quark + strange antiquark",-0.818,Negative
kap-atan,NN,noun,"forty
synonym: kuwarenta",0.0,Neutral
kapákapá,VB,verb,"to flutter, to be confused, to be excited so as not able to settle down.",0.026,Neutral
kapampángan,NN,noun,"language spoken principally in pampanga, some four towns in tarlac, and two towns in bata’an.",0.0,Neutral
kapanganuran,NN,noun,the clouds,0.0,Neutral
kapatás,NN,noun,foreman.,0.0,Neutral
kapatid,NN,noun,sibling,0.0,Neutral
kapatol,NN,noun,"strength, determination",0.71,Positive
kapaul,NN,noun,"fatigue, weariness",-0.25,Negative
kapay,NN,noun,"crazy; insane
synonyms: bua, loko, rungaw, lapong, lado, kablas",-0.625,Negative
kapay,VB,verb,"crazy; insane
synonyms: bua, loko, rungaw, lapong, lado, kablas",-0.625,Negative
kapáyas,NN,noun,papaya.,0.0,Neutral
kape,NN,noun,(obsolete) pronunciation spelling of keep.,-0.296,Negative
kapid,JJ,adjective,nominative plural of kapp,0.0,Neutral
kapid,NN,noun,nominative plural of kapp,0.0,Neutral
kápid,NN,noun,"twin, double.",0.0,Neutral
kapilya,NN,noun,chapel,0.0,Neutral
kapílya,NN,noun,small chapel.,0.0,Neutral
kapín,RB,adverb,"more than, moreover, in addition.",0.0,Neutral
kapitál,NN,noun,capital.,0.0,Neutral
kapitán,NN,noun,captain.,0.0,Neutral
kapitérya,NN,noun,"cafeteria, canteen.",0.0,Neutral
kapitólyo,NN,noun,"capitol, provincial capitol.",0.0,Neutral
kapituló,NN,noun,chapter.,0.0,Neutral
kápkap,VB,verb,"to grope about, to feel one’s way like a blind man.",-0.052,Negative
kaprítsu,NN,noun,"mood, vices, wiles.",0.0,Neutral
kaprítsu,JJ,adjective,"flighty, vain‚ wily.",0.0,Neutral
kapún,VB,verb,"of pigs or animals, to circumcise.",0.0,Neutral
kapuslánan,NN,noun,"usefulness, advantage.",0.494,Positive
kapút,VB,verb,"to hold onto, to grasp, to clutch.",0.0,Neutral
kapúti,NN,noun,raincoat.,0.0,Neutral
kápuy,NN,noun,"tiredness, exhaustion.",-0.361,Negative
kápuy,VB,verb,"to be tired, to be exhausted.",-0.66,Negative
kápyut,VB,verb,"to hang onto for support, to grasp for support.",0.66,Positive
karabaw,NN,noun,carabao; water buffalo,0.0,Neutral
karábkab,VB,verb,"to inflame, to ignite, to burst into flame.",0.0,Neutral
kárbaw,NN,noun,"carabao, water buffalo.",0.0,Neutral
karéra,NN,noun,"race, contest.",0.0,Neutral
karéra,VB,verb,"to run a race, to race.",0.0,Neutral
kárga,NN,noun,"cargo, load.",0.0,Neutral
kárga,VB,verb,"to load, to carry a heavy load.",0.0,Neutral
karí,VB,verb,"to approach, to come near the speaker.",0.0,Neutral
karidád,NN,noun,charity.,0.421,Positive
karitéla,NN,noun,horse and buggy.,0.0,Neutral
karitún,NN,noun,wheel.,0.0,Neutral
karnabal,NN,noun,"carnival; fair traveling amusement park
synonym: perya",0.586,Positive
kárne,NN,noun,meat.,0.0,Neutral
karnéro,NN,noun,sheep.,0.0,Neutral
karon,JJ,adjective,"now
antonym: unya",0.0,Neutral
karpentéro,NN,noun,carpenter.,0.0,Neutral
karsáda,NN,noun,"road, street.",0.0,Neutral
kartéro,NN,noun,mailman.,0.0,Neutral
kárton,NN,noun,"box, carton.",0.0,Neutral
karún,RB,adverb,later.,0.0,Neutral
karús,VB,verb,"to scratch, to claw.",0.0,Neutral
karúskarús,JJ,adjective,"written hurriedly, non-legible.",0.0,Neutral
karwahe,NN,noun,four-wheeled horse-drawn carriage,0.0,Neutral
kasag,NN,noun,crab (saltwater),0.0,Neutral
kasákit,NN,noun,"suffering, hurt, sorrow.",-0.872,Negative
kasal,VB,verb,charcoal,0.0,Neutral
kasál,NN,noun,"marriage, wedding.",0.0,Neutral
kasál,VB,verb,"to perform a marriage, to officiate a wedding.",0.0,Neutral
kasangkápan,NN,noun,"furniture, devices, materials.",0.0,Neutral
kasán’u,RB,adverb,"a while ago, a little time passed.",0.0,Neutral
kaséra,NN,noun,"boarder, person who pays room and board.",0.0,Neutral
kaséra,VB,verb,to pay room and board.,-0.103,Negative
kaseróla,NN,noun,cooking pot.,0.0,Neutral
kasilíngan,NN,noun,neighbor.,0.0,Neutral
kasílyas,NN,noun,toilet.,0.0,Neutral
kasimánwa,NN,noun,folks from the same town or place of origin.,0.0,Neutral
kasing,NN,noun,"a top or spinning top, made of wood and spun by a string",0.382,Positive
kasingkasing,NN,noun,"(anatomy) heart
synonym: korason",0.637,Positive
kasirum,NN,noun,evening,0.0,Neutral
kasisit-an,NN,noun,"difficulties, troubles",-0.637,Negative
kasiyaman,NN,noun,"ninety
synonym: nobenta",0.0,Neutral
kasla,VB,verb,imperative passive of kasál,0.202,Positive
káso,NN,noun,"legal case, lawsuit.",-0.103,Negative
kasualidád,UH,interjection,impossible.,0.0,Neutral
kasúdlan,NN,noun,"bowel, intestines.",0.0,Neutral
kasugtánan,NN,noun,"agreement, contract.",0.494,Positive
kasugu’án,NN,noun,"order, command, rule, law.",0.0,Neutral
