word,POS symbol,POS word,meaning
tagna,NN,noun,guess; predict
tahum,NN,noun,"beauty, prettiness, attractiveness"
takuri,NN,noun,kettle; teapot
talong,NN,noun,"eggplant, aubergine"
tampis,NN,noun,"apron, skirt"
tampok,NN,noun,elite
tampulanga,NN,noun,(botany) hibiscus
tandaan,NN,noun,"sign, signal"
tanhaga,NN,noun,"extraordinary, marvelous, wonderful"
tanga,NN,noun,"(historical) any of various former asian coins, including: a coin of portuguese india worth one tenth of a rupee; a gold coin of india issued by various muslim rulers; a silver coin of india, also issued by muslim rulers; and a former silver coin of tibet.
1810, richard haklvyt, hakluyt's collection of the early voyages, travels, and discoveries of the english nation- volume 2, page 410:the larines are woorth by just value basaruchies 93 and 3 fourth parts, and 4 larines make a seraphine of siluer, which is 5 tangas of good money, and these also haue serafagion of 6, 7, 8, 10, vntil 16, by the 100, for when the ships depart for the north, to say, for chaul, diu, cambaia, or bassaim, all cary of the same, because it is money more currant then any other.
1841, the literary gazette and journal of the belles lettres, page 136:the first and largest item is, the purchase of a wife, 25 rupees. culinary and other utensils.--bedding, 6 rupees; antimony for the lady's eyes, 3 tangas : an iron boiler, 2 rupees; a wooden bowl and spoons, 3 tangas; ....
1875, report of a mission to yarkund in 1873, under command of sir t[homas] d. forsyth, page 73:the prices range from 120 tangas = rupees 25 to 400 tangas = rupees 80.
1996, jonathan l. lee, the ""ancient supremacy"":, →isbn:three-sevenths, or 300,000 tangas (100,000 kabul rupees) were remitted to the amir as tribute, whilst the remaining sum, 400,000 tangas (rs. 133,333), was retained by the wali for his own expenses.
2003, ahmad hasan dani, vadim mikhaĭlovich masson, history of civilizations of central asia, →isbn:the samarkand tangas were initially 916 carats, and then rose to 960 carats. lower-carat tangas were issued in balkh (875 carats, 916 carats) and in tashkent. nevertheless, even the tangas issued under iskandar khan are referred to in documentary sources as 'pure'."
tangis,NN,noun,plural of tangi
tangkugo,NN,noun,(anatomy) nape
tao,NN,noun,(international standards) iso 639-3 language code for yami.
tawo,NN,noun,man; person; human being
taya,NN,noun,"bet; wager
synonyms: pusta, usod"
tayobong,NN,noun,starch
telepono,NN,noun,telephone
teolohia,NN,noun,theology
tesorero,NN,noun,treasurer
tibakla,NN,noun,grasshopper
tigilinit,NN,noun,summer
tiil,NN,noun,"a foot, in its senses as
(anatomy) a human foot
(zoology) any equivalent body part of an animal"
tiilan,NN,noun,the lower part of
tiki,NN,noun,"carved talisman in humanoid form, common to the cultures of the pacific ocean."
tikling,NN,noun,a rail; any member of the family rallidae
tikoy,NN,noun,nian gao (a chinese new year cake made of glutinous rice flour)
tililawan,NN,noun,"test, trial"
timaan,NN,noun,symbol
timawa,NN,noun,impoverished
timbangan,NN,noun,"scale (device used to measure mass or weight)
synonyms: pesaran, baskula"
tindak,NN,noun,"kick
synonym: sipa"
tingulan,NN,noun,"rainy season; wet season; monsoon season
synonym: dagna"
tiyan,NN,noun,"(anatomy) belly, abdomen"
toktok,NN,noun,to knock
tornilyo,NN,noun,"screw, bolt
synonym: tuwerka"
toro,NN,noun,a traditional japanese lantern.
tubig,NN,noun,water
tudlo,NN,noun,(anatomy) finger
tudlo sang dalaga,NN,noun,a type of banana
tuhod,NN,noun,(anatomy) knee
tuig,NN,noun,year
tuko,NN,noun,gecko
tul-an,NN,noun,bone
tulug,NN,noun,to sleep
tunok,NN,noun,(botany) thorn
ugangan,NN,noun,parent-in-law
ugtu,NN,noun,noon
uhaw,NN,noun,"thirsty
coordinate term: gutom"
ulan,NN,noun,alternative form of uhlan.
ulo,NN,noun,(anatomy) head
ulod,NN,noun,"worm
synonym: halod"
unsa,NN,noun,"(interrogative) what
nag-unsa ka? ― what are you doing?
unsa ang imong kinahanglan? ― what do you need?"
upod,NN,noun,"too, also, as well as
synonyms: pud, usab, sab, sad"
urang,NN,noun,rain
urok,NN,noun,"dimple
synonyms: pilok, lusot"
usa,NN,noun,(international standards) iso 639-3 language code for usarufa.
utak,NN,noun,"(anatomy) brain
synonym: hutok"
utang,NN,noun,debt
utod,NN,noun,to cut
utok,NN,noun,brain
utud,NN,noun,something cut off or broken off
uyang,NN,noun,grandmother
wala,NN,noun,alternative spelling of wallah.
wasay,NN,noun,an axe
wayang,NN,noun,"traditional indonesian arts performance (shadow puppetry, theatrical, dance, etc.) originating from java island."
yahong,NN,noun,a soup bowl
yawa,NN,noun,"(theology) devil
synonym: diyablo"
anum,NN,noun,(twi) five
apat,NN,noun,"four
synonym: kuwatro"
duha,NN,noun,"two
synonym: dos"
gatus,NN,noun,hundred
isa,NN,noun,(international standards) iso 639-3 language code for isabi.
kalim-an,NN,noun,"fifty
synonym: singkuwenta"
kaluhaan,NN,noun,"twenty
synonym: baynte"
kan-uman,NN,noun,"sixty
synonym: saisenta"
kap-atan,NN,noun,"forty
synonym: kuwarenta"
kasiyaman,NN,noun,"ninety
synonym: nobenta"
libo,NN,noun,thousand
lima,NN,noun,alternative letter-case form of lima of the icao/nato radiotelephony alphabet.
napulo,NN,noun,"ten; 10
synonym: diyes"
napulo'g anum,NN,noun,sixteen
napulo'g apat,NN,noun,fourteen
napulo'g duha,NN,noun,"deprecated, pre-2014 spelling of napulog duha."
napulo'g isa,NN,noun,eleven
napulo'g lima,NN,noun,"deprecated, pre-2014 spelling of napulog lima."
napulo'g pito,NN,noun,"deprecated, pre-2014 spelling of napulog pito."
napulo'g siyam,NN,noun,"deprecated, pre-2014 spelling of napulog siyam."
napulo'g tatlo,NN,noun,thirteen
napulo'g walo,NN,noun,"deprecated, pre-2014 spelling of napulog walo."
pito,NN,noun,a type of beer made from fermented millet or sorghum in parts of west africa.
siyam,NN,noun,nine
tatlo,NN,noun,three
walo,NN,noun,eight
balaw,NN,noun,shrimp (small)
adto,PRP,pronoun,to go there (to a place far from both the speaker and listener)
ako,PRP,pronoun,(international standards) iso 639-3 language code for akurio.
aton,PRP,pronoun,us
daya,PRP,pronoun,(anatomy) blood
ikaw,PRP,pronoun,you
ini,PRP,pronoun,"(balakan, qakh, sheki, zaqatala) husband's brother
synonym: qayın"
iya,PRP,pronoun,(international standards) iso 639-3 language code for iyayu.
kami,PRP,pronoun,"(religion, shinto) an animistic god or spirit in the shinto religion of japan.
2000, ree soesbee, “armies on the march”, in the crane (legend of the five rings), renton, wash.: wizards of the coast, →isbn, page 96:chanting the mantra of the fire kami, they called to the blaze, summoning the heart of each flickering flame to life.
2021, marie brennan [pseudonym; bryn neuenschwander], chapter 18, in the night parade of 100 demons (legend of the five rings), nottingham, nottinghamshire: aconyte books, →isbn, page 211:but ryōtora had definitely moved a shintai during the makeshift festival – and it must have been saiun-nushi’s, because sekken couldn’t imagine the shugenja could call a kami into a foreign vessel without noticing."
kamo,PRP,pronoun,(in the plural) you
kita,PRP,pronoun,we (inclusive)
sila,PRP,pronoun,cross-legged seating position
sin-o,PRP,pronoun,who
siya,PRP,pronoun,alternative form of siella
yari,PRP,pronoun,(weaponry) any of various sizes of spear used in japanese martial arts.
ab-ab,VB,verb,to eat
aba,VB,verb,(international standards) iso 639-3 language code for abé.
abaga,VB,verb,(anatomy) shoulder
abak,VB,verb,abacus
abak-abak,VB,verb,diminutive of ábak
aban,VB,verb,one
abaniko,VB,verb,"hand fan
synonyms: kayab, kabkab, pamaypay, yapyap"
abang,VB,verb,window (opening for light and air)
abang-abang,VB,verb,"midnight horror (oroxylum indicum, a tree where its leaves are used as a plaster in treating boils and other swollen body parts)"
abat,VB,verb,abbot (superior of an abbey)
abat-abat,VB,verb,diminutive of ábat
abay,VB,verb,(obsolete) barking or baying of dogs at their prey. [attested from around (1150 to 1350) until the late 17th century.][1]
abay-abay,VB,verb,diminutive of abáy
abi,VB,verb,(international standards) iso 639-3 language code for abidji.
abi-abi,VB,verb,greeting; salutation
abian,VB,verb,"underway, running"
abiar,VB,verb,to invite
abibar,VB,verb,"to urge, encourage, rouse"
abiog,VB,verb,"to move to and fro, to swing or rock"
abisar,VB,verb,"to advise, inform, notify"
abiso,VB,verb,"advisory; announcement; notice; warning
synonym: pahibalo"
ablang,VB,verb,"breadth, width"
ablay,VB,verb,shawl
abo,VB,verb,(international standards) iso 639-3 language code for abon.
abo-abo,VB,verb,"the color of ash, ashen"
abonar,VB,verb,"to accredit, to make (someone) appear good"
aboy,VB,verb,"spouse
synonyms: asawa, abuyan
kang aboy ― my spouse"
abrasita,VB,verb,hug
abraso,VB,verb,first-person singular present indicative of abrasar
abri,VB,verb,(geology) a shelter; a cavity in a hillside; a shelter on the side of hill with an overhung rock as its roof[1] [first attested in the early 19th century.][2]
abrisita,VB,verb,alternative spelling of abrasíta
abtan,VB,verb,arrive
abud,VB,verb,"(rare) budding
1923, julie m. lippmann, dreamland:[…]  he began to whistle merrily, and in an instant the whole world about him was bright of hue and joyous again, and looking, he saw, to his amazement, that the bare branches were abud."
abukay,VB,verb,red-vented cockatoo (cacatua haematuropygia)
abung,VB,verb,to intercept; to stop; to catch
abusar,VB,verb,"(intransitive, abusar de) to abuse (use improperly)"
abuso,VB,verb,abuse
abut,VB,verb,"(intransitive) to touch by means of a mutual border, edge or end; to border on; to lie adjacent (to); to be contiguous (said of an area of land) [first attested around 1350 to 1470.][3]
it was a time when germany still abutted upon russia.
his land abuts on the road."
abut-abut,VB,verb,frequentative of abút
abwa,VB,verb,make
abyog,VB,verb,"to swing, oscillate"
adorno,VB,verb,"a clay ornament attached to a piece of pottery, usually at the rim.
1999, clarence bloomfield moore, jeffrey m. mitchem, the west and central florida expeditions of clarence bloomfield moore, page 25:willey (1949:324) suggested that this mound probably dates to late weeden island times, though the bird head rim adorno (luer 1992a:54, figure id; moore 1903:figure 63) might indicate a safety harbor component."
agao,VB,verb,to seize or take by force
agda,VB,verb,"to invite
synonyms: alok, imbitar, kombida"
agi,VB,verb,(international standards) iso 639-3 language code for agariya.
agwanta,VB,verb,to endure; to put up with; to tolerate
akal-akal,VB,verb,to bubble or seethe
alagad,VB,verb,"but; however; yet
synonyms: pero, ugaring"
alamilaw,VB,verb,to doze
alinga,VB,verb,"to watch; to see over; to supervise
synonym: anila"
alipasa,VB,verb,"hurry, rush"
almoranas,VB,verb,(pathology) hemorrhoid
amba,VB,verb,"a characteristic landform in ethiopia: a steep-sided, flat-topped mountain, often the site of a settlement."
amoma,VB,verb,"regale, treat with food and drink"
ampo,VB,verb,a javan snack food consisting of thin sticks of baked earth.
anad,VB,verb,"accustomed to; skilled at; expert in
synonym: antigo
anad yi kami sa kainda pag buhay.we are already accustomed to this way of life."
anila,VB,verb,beehive
aninaw,VB,verb,to observe carefully
ankla,VB,verb,anchor
angkab,VB,verb,a take a bite
arado,VB,verb,plow/plough
asin,VB,verb,salt
aslum,VB,verb,sourness
aso,VB,verb,(international standards) iso 639-3 language code for dano.
aspalto,VB,verb,asphalt
athag,VB,verb,"clear, distinct"
atubang,VB,verb,"manner of facing on a position
synonym: hampang"
awat,VB,verb,manila hemp (fiber of an abaca)
ayag,VB,verb,sift
ayo,VB,verb,"(slang) a greeting.
synonyms: hey, hi, yo
2004, michael daniel baptiste, cracked dreams, page 73:""ayo, red. it's the homie spits on the jack for you, blood."" ""ayo, homeboy,"" said red as he excitedly picked up the telephone receiver. ""what's up, fool?""
2007, reginald l. hall, in love with a thug, page 38:“ayo, wassup, girl,” he said to keisha as he continued to walk toward the back area where i stood.  […]  “ayo, wassup, playa?
2007, tony j. ward, jr., i've got to make it to heaven for going through hell: part 1, page 39:ayo toine, you think they'd put me down?
2007, nikki turner, christmas in the hood, page 289:""ayo, fam, you a'ight down there?"" victorious's cell mate asked.
2008, treasure hernandez, resurrection, page 106:""ayo, ma, where you going?"" a dude asked her as she walked by him.
2008, ashley jaquavis, the trophy wife, page 103:""ayo, kalil!"" a man's voice said from amidst the crowd. kalil looked up and saw his lil' man, peanut, distributing packets of heroin and taking money from the fiends.
2010, r green damon, somethin' to think about, page 197:""ayo, cee, listen to this shit here,"" said matt, passing him his cell."
baak,VB,verb,crevice
baas,VB,verb,"(south africa) an employer, a boss (frequently used as a form of address).
1979, andré brink, a dry white season, vintage, published 1998, page 40:‘that's not what i'm complaining about, baas,’ said gordon.
1932, george bernard shaw, the adventures of the black girl in her search for god, hesperus press limited, published 1961, page 11:‘excuse me, baas,’ she said, 'you have knowing eyes.'"
badlak,VB,verb,"beam, dazzle, sparkle"
bahon,VB,verb,"sneeze
synonym: hatsing"
bahoy,VB,verb,"witch, sorceress"
bailo,VB,verb,"(historical) title of the venetian envoy to particularly the sublime porte
1886, the journal of hellenic studies, volume 7, page 328:venice engaged to restore to the triarchs all property which the baili had conferred in fief since 1255.
2010, gábor ágoston, encyclopedia of the ottoman empire, page 73:in 1670 the bailo was considered responsible for all the venetian consuls in the ottoman empire."
bais,VB,verb,plural of bai
bakal,VB,verb,male kid (baby goat)
balatian,VB,verb,feeling; sensitivity
baleu,VB,verb,to change; to transform; to transmogrify
balhag,VB,verb,"printed, published"
balhas,VB,verb,sweat
balhin,VB,verb,"alter, change, transform"
bali,VB,verb,offering
balibad,VB,verb,to refuse
baligya,VB,verb,"goods, merchandise"
balita,VB,verb,news
balo,VB,verb,"ruining, spoiling, destruction"
banta,VB,verb,to warn someone not to do something
bantay,VB,verb,attendant
banga,VB,verb,five
bangis,VB,verb,"violence; cruelty
synonyms: isog, kuri, ringis"
bangon,VB,verb,to get up
bangot,VB,verb,"bind, tie"
barit,VB,verb,to sharpen
bas-on,VB,verb,"to be damp, or wet"
basa,VB,verb,"the catfish pangasius bocourti.
synonyms: (britain) cobbler, river cobbler"
basa-basa,VB,verb,to leaf through; to peruse; to skim
basol,VB,verb,"blame; reproach
synonym: sudya"
bata,VB,verb,"a ceremonial double-headed drum played in triplet in the religion of santería, especially in cuba and puerto rico, originally from the yoruba of nigeria.
1990 october 28, paul simon, “the rhythm of the saints”, in the coast, warner bros.:two guitars, bata, bass drum and tambourine.
2019, marlon james, black leopard, red wolf, hamish hamilton, page 283:five drummers in front setting the dance—three beating barrel drums, a fourth beating a double-skin bata, and the fifth beating four small bata tied together."
bati,VB,verb,"alternative form of batty (“buttocks, anus; homosexual man”)."
bato,VB,verb,stone
batok,VB,verb,bark (loud utterance by a dog)
baton,VB,verb,"a staff or truncheon, used for various purposes."
bawi,VB,verb,woman
bayaw,VB,verb,"brother-in-law
synonym: kunyado"
baylo,VB,verb,"change, exchange, replace"
bendisyon,VB,verb,"benediction, blessing"
bendita,VB,verb,holy water
bihag,VB,verb,captive (one who has been captured)
bika,VB,verb,to spread one's legs
bilanggo,VB,verb,to imprison; to jail
bilid,VB,verb,mountain
bilin,VB,verb,(biochemistry) any of various biological pigments formed in many organisms as a metabolic product of certain porphyrins.
bilwa,VB,verb,alternative form of vilwa.
bino,VB,verb,(physics) the superpartner of the gauge boson corresponding to weak hypercharge. the w and z bosons are electroweakinos: winos and binos.
bisyo,VB,verb,"bad, wicked, naughty, disobedient"
bitas,VB,verb,to rip; to tear apart
bitay,VB,verb,"to hang
to be or remain suspended
to cause (something) to be suspended, as from a hook, hanger, or the like
to execute (someone) by suspension from the neck
to be executed by suspension by one's neck from a gallows, a tree, or other raised bar, attached by a rope tied into a noose
to decorate (something) with hanging objects
(computing) to stop responding to manual input devices such as keyboard and mouse
(computing) to cause (a program or computer) to stop responding"
bitin,VB,verb,"a snake; a legless reptile of the sub-order serpentes with a long, thin body and a fork-shaped tongue"
bobo,VB,verb,"a materialistic person who affects an anti-materialistic persona.
2000, david brooks, bobos in paradise […] , simon & schuster, →isbn, page 207:the small things—an olive grove or a small chapel—take on greater meaning to a bobo on vacation.
2011 april 12, alex lobrano, “bobo heaven in paris”, in t magazine‎[1], retrieved 26 june 2019:peruse the paris papers these days and you'll notice an obsession with bobos: no, they're not a team of cheerleaders or a troupe of clowns, but rich, artsy types known as  bourgeois bohemians,  who are now pretty much the tip of parisian tastemakers. so when friends who were recently staying in saint germain des pres asked me where to go to people watch, i told them to head for the ninth arrondissement  citadel of bobo cool."
bokbok,VB,verb,a type of boring insect
budhi,VB,verb,to betray
bug-os,VB,verb,"complete, whole"
bugalon,VB,verb,to be or become proud
bugas,VB,verb,"milled rice, white rice"
bugay,VB,verb,to give
bugkos,VB,verb,"bundle, parcel"
bugsay,VB,verb,"oar, paddle"
bugto,VB,verb,to snap; to fracture or break apart suddenly
buhat,VB,verb,"raise; lift; act of picking up something heavy
synonyms: alsa, tuon"
buhin,VB,verb,subtraction
buk-on,VB,verb,to cut or open
bukad,VB,verb,to expand
bukadkad,VB,verb,to bloom
buksan,VB,verb,open
bulag,VB,verb,to separate; to cause (things or people) to be separate
bulak,VB,verb,an indian nose ring usually worn by married women.
bulakbol,VB,verb,"truancy
synonyms: lakuwatsa, luok"
bulang,VB,verb,"cockfight
synonyms: topada, sabong"
buli,VB,verb,(botany) fluttering elm (ulmus laevis)
buligan,VB,verb,third-person plural present indicative of buligar
buling,VB,verb,"dirt, soot, stain"
bulung,VB,verb,"drug, medicine"
bulus,VB,verb,the beginning of a flood in a flooded river
bunit,VB,verb,"(fishing): angle, hook"
buntug,VB,verb,stye
bunggo,VB,verb,alternative form of bangga
burnil,VB,verb,to polish; to shine
buta,VB,verb,alternative form of boteh.
butho,VB,verb,to arrive suddenly and unannounced; to plump in
buti,VB,verb,"barrel, cask"
butok,VB,verb,to make or force an animal to lie down on its side
butok-butok,VB,verb,diligent
buung,VB,verb,"broken, smashed"
buy-an,VB,verb,"escape, to let to get away"
buyagyag,VB,verb,"betray, expose, make public, tell"
buyayaw,VB,verb,to curse; to swear
buylog,VB,verb,accompany
buyot,VB,verb,a woven bag
dab-ot,VB,verb,to reach out
dabadaba,VB,verb,kindling
dabdab,VB,verb,"kindle, light"
dag-on,VB,verb,year
dagas,VB,verb,"lunge
synonym: dagsang"
dagat,VB,verb,sea
dagsang,VB,verb,"lunge
synonym: dagas"
dagumak,VB,verb,to wear out from frequent use
dagyang,VB,verb,"enjoy oneself, frolic"
dahog,VB,verb,"shoot, tendril"
dakup,VB,verb,"to catch, to apprehend, to arrest, to capture"
dala,VB,verb,"(historical) the currency of hawaii between 1847 and 1898, equal to the united states dollar.
2018, todd a. watkins, introduction to microfinance:my mother kept a dollar bill in hawaiian currency—a dala—given to her as a souvenir of her brother's service in the army."
dalang-dalang,VB,verb,astray
dalaw,VB,verb,"visit, visitation
synonyms: pagbisita, rukat, pagsungko, sunglog"
daldal,VB,verb,"loquacity, talkativeness
synonym: tabil"
dalhon,VB,verb,to bring; to carry
dalin-as,VB,verb,"skid, slip, slide
synonym: dakin-as"
dalok,VB,verb,"greedy, gluttonous"
dalum,VB,verb,(of depth) deep
daman,VB,verb,the rock hyrax.
damgohon,VB,verb,to dream
damo,VB,verb,"(chess, card games) queen
1908, henri vallienne, ĉu li?, ch. 3:la junulo miksis la kartojn kaj prenis unu el ili. ĝi estis la kera damo.the youth shuffled the cards and drew one of them. it was the queen of hearts.
1910, e. l. kearney (translator), la aventuroj de alicio en mirlando, translation of alice's adventures in wonderland by carroll, lewis, ch. 11:la kera damo bakis tortojn / en iu somertago!the queen of hearts, she made some tarts, / all on a summer day."
dampig,VB,verb,"aid, help, support"
dangat,VB,verb,"(naga) love; affection; endearment
synonyms: daba, muot, mahal"
dangaw,VB,verb,"a handspan (the distance measured by a human hand, from the tip of the thumb to the tip of the little finger)"
danggot,VB,verb,wean
dapig,VB,verb,"companion, partner"
dapit,VB,verb,"regarding; about
synonym: manunungod"
daplos,VB,verb,"(legazpi, sorsogon) sweat, perspiration
synonyms: ganot, hinang"
daroos,VB,verb,a severe cough
daskon,VB,verb,cram
daug,VB,verb,romanization of 𐌳𐌰𐌿𐌲
daut,VB,verb,nonstandard spelling of daot
dawat,VB,verb,to receive
dawdaw,VB,verb,"turn, spin"
dawhat,VB,verb,receive
deskarga,VB,verb,unloading
dikta,VB,verb,dictate
dingot,VB,verb,nominative plural of dingo
dis-og,VB,verb,"jostle, push"
dogsing,VB,verb,"to nudge or stroke, often flirtatiously"
dohol,VB,verb,"a type of percussion instrument used in iran, afghanistan and kurdistan."
dool,VB,verb,"inflection of dolen:
first-person singular present indicative
(in case of inversion) second-person singular present indicative
imperative"
duag,VB,verb,stave
dugang,VB,verb,"(formal) addition; act of adding something
synonym: dagdag"
dugmok,VB,verb,"to break by applying pressure or weight, to crush"
dugus,VB,verb,the best part of a thing
duha,VB,verb,"two
synonym: dos"
duha-duha,VB,verb,by pairs; two by two; two at a time
duko,VB,verb,"stoop, act of bending over"
dula,VB,verb,game
dulum,VB,verb,darkness; gloom
dulumugan,VB,verb,swarm
dumaay,VB,verb,fade
dumagaya,VB,verb,flourish
dumagsa,VB,verb,the northeast monsoon
dumar,VB,verb,"tame, train"
dumayon,VB,verb,enter
dumdum,VB,verb,"a soft-nosed bullet that expands on impact to cause a gaping wound.
march 1920, alice ballantine kirjassoff, “formosa the beautiful”, in national geographic magazine‎[1], page 267:he related to us how the savages make bullets from the heart of a very hard wood cured by a special process. these bullets are only effectual when fired from a short range, and when they lodge in the flesh they explode like dumdum bullets.(he here refers to tim soan, a taiwanese aboriginal person)"
dumili,VB,verb,prohibit
dumugo,VB,verb,bleed
dumugok,VB,verb,attend
dumukot,VB,verb,to stick
dumulog,VB,verb,pause
dumungka,VB,verb,"harbor, land"
dunoton,VB,verb,crush
dupak,VB,verb,"dirty, foul, obscene, smutty"
duyanon,VB,verb,swing
eksamen,VB,verb,"examination, exam (formal test)"
eskuwela,VB,verb,school; learning institute
fuersa,VB,verb,"force, strength, vigor"
gaang,VB,verb,"to heat, warm"
gabuk,VB,verb,"rotten, decayed, decomposed"
gabut,VB,verb,"to pull out, to extract, to uproot"
galing,VB,verb,present participle and gerund of gale
gamit,VB,verb,to use
ganyat,VB,verb,past participle of ganyar
gapas,VB,verb,sickle
garuk,VB,verb,filth
gasolina,VB,verb,"gasoline, petrol (motor fuel)"
gatasan,VB,verb,the spotfin lionfish (pterois antennata)
gatong,VB,verb,firewood; fuel
gaway,VB,verb,tentacle
gikas,VB,verb,to cut off or diminish
gisa,VB,verb,"way, manner
synonyms: modu, molde"
gision,VB,verb,"to rip, to tear
synonym: rabrabon"
giyan,VB,verb,"desire, inclination, liking for"
godgod,VB,verb,"follow up, look for, search for"
gub-on,VB,verb,disrupt
guyod,VB,verb,"a drag
synonyms: gudgod, sidsid"
habok,VB,verb,to swell
haboy,VB,verb,"fling, hurl"
hagad,VB,verb,to ask for something
hagmak,VB,verb,fall down
hagna,VB,verb,"motion, proposal"
haguk,VB,verb,grasshopper (generic term)
hagumhum,VB,verb,to hum or coo
hagunung,VB,verb,boom
hagung,VB,verb,"to hum, coo"
hagunghung,VB,verb,a rumbling sound
hagup,VB,verb,to be tame
halab,VB,verb,graze
halay,VB,verb,hang
halin,VB,verb,to transfer
halit,VB,verb,"(transitive, poetic) to cover
synonyms: zakrývat, přikrývat"
halokhok,VB,verb,grunt
halong,VB,verb,"to handle with care
synonym: amlig"
halunhun,VB,verb,"gulp down, swallow"
hambadan,VB,verb,scorn
handa,VB,verb,"prepared
synonyms: andam, preparado, puwesto"
hikog,VB,verb,to hang oneself
hiliugyon,VB,verb,to unite
hinlo,VB,verb,"smooth, level"
hingap-us,VB,verb,to commit suicide by hanging
hiphip,VB,verb,bribe
hubu,VB,verb,accusative singular of huba
hukson,VB,verb,"detach, dismount"
hutik,VB,verb,whisper
huyop,VB,verb,to blow
ikog,VB,verb,tail
ilig,VB,verb,tooth
isa,VB,verb,(international standards) iso 639-3 language code for isabi.
itot,VB,verb,to have sexual intercourse with someone
iyot,VB,verb,"(vulgar) coitus; sexual intercourse
synonyms: habal, kayat, hilawas, jerjer, torjak"
kadton,VB,verb,bite
kalikog,VB,verb,to clean; to probe
kalis,VB,verb,a filipino sword akin to the kris.
kamao,VB,verb,"an extinct bird of hawaii, myadestes myadestinus."
kaon,VB,verb,"(particle physics) any of four unstable subatomic particles, mesons, they are a combination of a strange quark or antiquark and either an up or down quark or antiquark
k0: strange quark + down antiquark
k0* (antiparticle of k0): down quark + strange antiquark
k+: strange quark + up antiquark
k- (antiparticle of k+): up quark + strange antiquark"
kapay,VB,verb,"crazy; insane
synonyms: bua, loko, rungaw, lapong, lado, kablas"
kasal,VB,verb,charcoal
kasla,VB,verb,imperative passive of kasál
kaulangan,VB,verb,"handicap
synonym: kaninan"
kawing,VB,verb,present participle and gerund of kaw
kinam,VB,verb,taste
kinaw,VB,verb,"glisten, shine, sparkle"
kinot,VB,verb,nominative plural of kino
kita,VB,verb,we (inclusive)
lag-it,VB,verb,"cheat, imposter, sneak, swindler, trickster"
laham,VB,verb,"to touch, feel"
lakon,VB,verb,genitive singular of lakko
lakum,VB,verb,"to deceive; to cheat; to swindle
synonym: lakon"
lala,VB,verb,alternative form of ilala.
lala-lala,VB,verb,diminutive of lála
lansang,VB,verb,nail (metal pin)
laplap,VB,verb,to drive out; to chase away; to drive
lapuyot,VB,verb,"thick, condensed, coagulated"
laum,VB,verb,alternative form of laom
law-ay,VB,verb,vulgar; debased
layi,VB,verb,"adultery
synonym: láè"
likay,VB,verb,avoidance of danger by moving suddenly out of the way
lima,VB,verb,alternative letter-case form of lima of the icao/nato radiotelephony alphabet.
linaw,VB,verb,"clarity, clearness
synonym: liwanag
antonyms: libog, labog"
lipay,VB,verb,"(naga) caterpillar
synonym: atitiras"
luab,VB,verb,collar
luhod,VB,verb,kneeling
lulus,VB,verb,plural of lulu
lumilaw,VB,verb,doze
luta,VB,verb,first-person singular aorist of lut
mabalong,VB,verb,"to get drunk; to intoxicate
synonym: mahubog"
magbukal,VB,verb,"to seethe, to bubble, to produce foam
synonym: magbula"
magbulig,VB,verb,"to aid, to help"
magdamgo,VB,verb,to dream
maghatag sing kinahanglan,VB,verb,supply
mahubog,VB,verb,"(sorsogon) to get drunk
synonyms: maburat, mabuyong"
matay,VB,verb,to die
multa,VB,verb,fine
ngithil,VB,verb,"to whine, whimper"
paabat,VB,verb,causative of ábat
paabay,VB,verb,causative of abáy
paagaw,VB,verb,causative of ágao
paalam,VB,verb,causative of álam
pahalin,VB,verb,causative of hálin
pahat,VB,verb,"a share; a portion of something, especially a portion given or allotted to someone"
pahat-pahat,VB,verb,diminutive of páhat
pamulut,VB,verb,frequentative of púlut
pamuyayaw,VB,verb,frequentative of buyáyaw
pangalikog,VB,verb,a probe
pasahi,VB,verb,"extraordinary, exceptional, remarkable"
patalum,VB,verb,to sharpen or hone a blade
pilak,VB,verb,silver
piyansa,VB,verb,(law) bail
pulut,VB,verb,nominative plural of pulu
pungko,VB,verb,"to squat; to crouch
synonyms: gak-ang, iskwat, puk-ong, tuk-ong, tungko"
sabak,VB,verb,alternative form of sabat
sablay,VB,verb,"hanging of clothes
synonyms: halayhay, balaybay"
sabtanay,VB,verb,to answer
sadsad,VB,verb,to dance
sagup,VB,verb,"rescue, save"
sal-on,VB,verb,catch
samad,VB,verb,cut
samit,VB,verb,"(phonetics) consonant
cingiltili samitlər ― voiced consonants
kar samitlər ― voiceless consonants"
sapding,VB,verb,"touch, graze, come in contact with"
saylo,VB,verb,to overshoot; to go past something; to go too far
sid-o,VB,verb,"hiccup
synonym: sikdo"
sikdo,VB,verb,"hiccup
synonym: sid-o"
sugod,VB,verb,"sting (of a bee, wasp, etc.)
synonyms: lanit, haldat"
sulud,VB,verb,nominative plural of sulg
tandog,VB,verb,"feel, touch"
tanyag,VB,verb,"offer, proffer"
