Word,Part of speech,affixation,meaning,example,English example,source
too,adjective,,(international standards) ISO 639-3 language code for Xicotepec de Juárez Totonac.,,,https://en.wiktionary.org/wiki/too
torpe,adjective,,"dull, silly, slow
Synonyms: charro, parvo, paspán",,,https://en.wiktionary.org/wiki/torpe
tuig-tuig,adjective,,"yearly, annual: happening once a year",,,https://en.wiktionary.org/wiki/tuig-tuig
tuô,adjective,,right (as in a direction),,,https://en.wiktionary.org/wiki/tu%C3%B4
utud,adjective,,something cut off or broken off,,,https://en.wiktionary.org/wiki/utud
waay,adjective,,without,,,https://en.wiktionary.org/wiki/waay
wala,adjective,,Alternative spelling of wallah.,,,https://en.wiktionary.org/wiki/wala
abi,adjective,,(international standards) ISO 639-3 language code for Abidji.,,,https://en.wiktionary.org/wiki/abi
amat-amat,adjective,,"gradually; slowly
Synonym: malway-malway",,,https://en.wiktionary.org/wiki/amat-amat
asunto,adjective,,"home, residence; unit, housing unit, dwelling unit; dwelling, domicile, habitation (any place for living, especially one constructed for that purpose)
Synonym: asumus
Near-synonym: koti",,,https://en.wiktionary.org/wiki/asunto
basi,adjective,,stale,,,https://en.wiktionary.org/wiki/basi
bisan,adjective,,"although; though; even though; even if
Synonym: maskin",,,https://en.wiktionary.org/wiki/bisan
buas,adjective,,tomorrow,,,https://en.wiktionary.org/wiki/buas
busa,adjective,,"consequently; hence; as a result; therefore, for this reason; ergo",,,https://en.wiktionary.org/wiki/busa
daan,adjective,,"(now rare) old (already used)
Synonyms: luma, antigo
Antonym: bago",,,https://en.wiktionary.org/wiki/daan
dali,adjective,,"A timber tree (genus Myristica) of Guiana, whose wood is used for staves etc.",,,https://en.wiktionary.org/wiki/dali
diin,adjective,,"your (singular)
1903, Robert Walser, Der Teich:Aber chani de wüsse, was i dim Härz isch?But can I really know what's in your heart?",,,https://en.wiktionary.org/wiki/diin
dira,adjective,,"The Arabian cubit, whose value varied by place, time, and item from about 25–75 cm (10 in–2 ft 5½ in).
1888, W.M.F. Petrie, Encyclopaedia Britannica, 9th ed., Vol. XXIV, ""Weights and Measures"", p. 490:
13·3—This measure does not seem to belong to very early times, and it may probably have originated in Asia Minor... And it may well be the origin of the dirá‘ Stambuli of 26·6, twice 13·3.",,,https://en.wiktionary.org/wiki/dira
dungan,adjective,,"simultaneous; coinciding
Synonym: sabay-sabay",,,https://en.wiktionary.org/wiki/dungan
gihapon,adjective,,"always, as, always, usually",,,https://en.wiktionary.org/wiki/gihapon
gilayon,adjective,,"again
Synonym: liwat",,,https://en.wiktionary.org/wiki/gilayon
indi,adjective,,"now
Nə vaxt gedək yanına? İndi yoxsa sonra?When shall we go visit him/her? Now or later?",,,https://en.wiktionary.org/wiki/indi
karon,adjective,,"now
Antonym: unya",,,https://en.wiktionary.org/wiki/karon
ngaa,adjective,,cloud,,,https://en.wiktionary.org/wiki/ngaa
subong,adjective,,now,,,https://en.wiktionary.org/wiki/subong
sulud,adjective,,nominative plural of sulg,,,https://en.wiktionary.org/wiki/sulud
upod,adjective,,"too, also, as well as
Synonyms: pud, usab, sab, sad",,,https://en.wiktionary.org/wiki/upod
apang,adjective,,but,,,https://en.wiktionary.org/wiki/apang
bisan,adjective,,"although; though; even though; even if
Synonym: maskin",,,https://en.wiktionary.org/wiki/bisan
buot,adjective,,to rub,,,https://en.wiktionary.org/wiki/buot
kag,adjective,,(international standards) ISO 639-3 language code for Kajaman.,,,https://en.wiktionary.org/wiki/kag
iya,determiner,,(international standards) ISO 639-3 language code for Iyayu.,,,https://en.wiktionary.org/wiki/iya
a-a,determiner,,"Alternative form of aa.
1883, Clarence E. Dutton, Fourth Annual report of the United States Geological Survey:
The second form of the lavas is called by the natives a-a, and its contrast with pahoehoe is about the greatest imaginable. It consists mainly of clinkers sometimes detached, sometimes partially agglutinated together with a bristling array of sharp, jagged, angular fragments.",,,https://en.wiktionary.org/wiki/a-a
aba,determiner,,(international standards) ISO 639-3 language code for Abé.,,,https://en.wiktionary.org/wiki/aba
aba-a,determiner,,oh,,,https://en.wiktionary.org/wiki/aba-a
abaa,determiner,,"(archaic, British slang) Contemptible; vile; silly.",,,https://en.wiktionary.org/wiki/abaa
abao,determiner,,"(Biscayan) honeycomb
Synonym: abaraska",,,https://en.wiktionary.org/wiki/abao
abo,determiner,,(international standards) ISO 639-3 language code for Abon.,,,https://en.wiktionary.org/wiki/abo
adios,determiner,,"(in Spanish contexts) goodbye
Synonyms: addio, adieu, aloha, arrivederci, auf Wiedersehen, au revoir, bye, bye-bye, cheerio, cheers, ciao, farewell, good-by, good-bye, goodbye, good day, sayonara, shalom, ayubowan, so long, do svidanya",,,https://en.wiktionary.org/wiki/adios
ahay,determiner,,"an expression of anger, annoyance, disbelief, and/or displeasure, sometimes equivalent to the English come on and oh man",,,https://en.wiktionary.org/wiki/ahay
hinugay,determiner,,stop,,,https://en.wiktionary.org/wiki/hinugay
indi,determiner,,"now
Nə vaxt gedək yanına? İndi yoxsa sonra?When shall we go visit him/her? Now or later?",,,https://en.wiktionary.org/wiki/indi
itot,determiner,,to have sexual intercourse with someone,,,https://en.wiktionary.org/wiki/itot
maayong aga,determiner,,good morning!,,,https://en.wiktionary.org/wiki/maayong_aga
maayong hapon,determiner,,good afternoon! (from 1PM to 5:59PM),,,https://en.wiktionary.org/wiki/maayong_hapon
paalam,determiner,,causative of álam,,,https://en.wiktionary.org/wiki/paalam
salamat gid,determiner,,thank you very much!,,,https://en.wiktionary.org/wiki/salamat_gid
uy,determiner,,expression of surprise,,,https://en.wiktionary.org/wiki/uy
yawa,determiner,,"(theology) devil
Synonym: diyablo",,,https://en.wiktionary.org/wiki/yawa
alaypan hayop,phrase,,zoo,,,https://en.wiktionary.org/wiki/alaypan_hayop
Amay Namon,phrase,,(Christianity) Lord's Prayer,,,https://en.wiktionary.org/wiki/Amay_Namon
amba sang pispis,phrase,,warbler,,,https://en.wiktionary.org/wiki/amba_sang_pispis
anak nga babae,phrase,,daughter,,,https://en.wiktionary.org/wiki/anak_nga_babae
apo nga babae,phrase,,granddaughter,,,https://en.wiktionary.org/wiki/apo_nga_babae
apo nga lalaki,phrase,,grandson,,,https://en.wiktionary.org/wiki/apo_nga_lalaki
asawa sang hari,phrase,,queen,,,https://en.wiktionary.org/wiki/asawa_sang_hari
asugi nga buhi,phrase,,quicksilver,,,https://en.wiktionary.org/wiki/asugi_nga_buhi
atrasado sa pagbayad,phrase,,delinquent,,,https://en.wiktionary.org/wiki/atrasado_sa_pagbayad
Bag-ong Tuig,phrase,,New Year's Day,,,https://en.wiktionary.org/wiki/Bag-ong_Tuig
balahibo sang hayop,phrase,,"fur, sable",,,https://en.wiktionary.org/wiki/balahibo_sang_hayop
balayan sang sinulatan ukon dinalan,phrase,,syntax,,,https://en.wiktionary.org/wiki/balayan_sang_sinulatan_ukon_dinalan
banas sa higad sang suba,phrase,,"riverside
Nagaistar ako banas sa higad sang suba.I live by the riverside.",,,https://en.wiktionary.org/wiki/banas_sa_higad_sang_suba
bangud sa,phrase,,concerning,,,https://en.wiktionary.org/wiki/bangud_sa
baston ni San Hose,phrase,,hollyhock,,,https://en.wiktionary.org/wiki/baston_ni_San_Hose
batok sa kasugoan,phrase,,"unconstitutional, unlawful",,,https://en.wiktionary.org/wiki/batok_sa_kasugoan
bawod sang mga tudlo,phrase,,"wave (literally, bent fingers)",,,https://en.wiktionary.org/wiki/bawod_sang_mga_tudlo
belada sa eskwelahan,phrase,,commencement,,,https://en.wiktionary.org/wiki/belada_sa_eskwelahan
bisan diin,phrase,,"everywhere, somewhere, wherever",,,https://en.wiktionary.org/wiki/bisan_diin
bisan sin-o,phrase,,"anybody, whoever",,,https://en.wiktionary.org/wiki/bisan_sin-o
bunayag makig-atubang,phrase,,genial,,,https://en.wiktionary.org/wiki/bunayag_makig-atubang
bunayag sing kabubut-on,phrase,,cordial,,,https://en.wiktionary.org/wiki/bunayag_sing_kabubut-on
dagway nga makahuhuya,phrase,,shabby,,,https://en.wiktionary.org/wiki/dagway_nga_makahuhuya
daku kaayo,phrase,,very big,,,https://en.wiktionary.org/wiki/daku_kaayo
de la Cruz,phrase,,a common surname from Spanish of religious origin,,,https://en.wiktionary.org/wiki/de_la_Cruz
de la Torre,phrase,,"a surname from Spanish, equivalent to Spanish de la Torre, more widely spelled as dela Torre. Generally concentrated in Negros Occidental",,,https://en.wiktionary.org/wiki/de_la_Torre
de los Reyes,phrase,,"a surname from Spanish of religious origin, largely displaced by the spelling delos Reyes",,,https://en.wiktionary.org/wiki/de_los_Reyes
dela Cruz,phrase,,a common Christian surname from Spanish,,,https://en.wiktionary.org/wiki/dela_Cruz
dela Torre,phrase,,a surname from Spanish,,,https://en.wiktionary.org/wiki/dela_Torre
dunang manggad,phrase,,natural resources,,,https://en.wiktionary.org/wiki/dunang_manggad
dutang panublion,phrase,,patrimony,,,https://en.wiktionary.org/wiki/dutang_panublion
Espiritu Santo,phrase,,The largest island of Vanuatu.,,,https://en.wiktionary.org/wiki/Espiritu_Santo
isa pa,phrase,,"likewise, plus",,,https://en.wiktionary.org/wiki/isa_pa
maayong aga,phrase,,good morning!,,,https://en.wiktionary.org/wiki/maayong_aga
maayong gab-i,phrase,,good evening; good night,,,https://en.wiktionary.org/wiki/maayong_gab-i
maayong hapon,phrase,,good afternoon! (from 1PM to 5:59PM),,,https://en.wiktionary.org/wiki/maayong_hapon
maghatag sing kinahanglan,phrase,,supply,,,https://en.wiktionary.org/wiki/maghatag_sing_kinahanglan
napulo'g anum,phrase,,sixteen,,,https://en.wiktionary.org/wiki/napulo%27g_anum
napulo'g apat,phrase,,fourteen,,,https://en.wiktionary.org/wiki/napulo%27g_apat
napulo'g duha,phrase,,"Deprecated, pre-2014 spelling of napulog duha.",,,https://en.wiktionary.org/wiki/napulo%27g_duha
napulo'g isa,phrase,,eleven,,,https://en.wiktionary.org/wiki/napulo%27g_isa
napulo'g lima,phrase,,"Deprecated, pre-2014 spelling of napulog lima.",,,https://en.wiktionary.org/wiki/napulo%27g_lima
napulo'g pito,phrase,,"Deprecated, pre-2014 spelling of napulog pito.",,,https://en.wiktionary.org/wiki/napulo%27g_pito
napulo'g siyam,phrase,,"Deprecated, pre-2014 spelling of napulog siyam.",,,https://en.wiktionary.org/wiki/napulo%27g_siyam
napulo'g tatlo,phrase,,thirteen,,,https://en.wiktionary.org/wiki/napulo%27g_tatlo
napulo'g walo,phrase,,"Deprecated, pre-2014 spelling of napulog walo.",,,https://en.wiktionary.org/wiki/napulo%27g_walo
palangga ta ka,phrase,,"I love you
Synonym: ginahigugma ko ikaw",,,https://en.wiktionary.org/wiki/palangga_ta_ka
salamat gid,phrase,,thank you very much!,,,https://en.wiktionary.org/wiki/salamat_gid
Sofronio Española,phrase,,"A municipality of Palawan, Philippines.
Meronyms: Abo-abo, Iraray, Isumbo, Labog, Panitian, Pulot Center, Pulot Interior, Pulot Shore, Punang — barangays of Sofronio Española
Coordinate terms: Aborlan, Agutaya, Araceli, Balabac, Bataraza, Brooke's Point, Busuanga, Cagayancillo, Coron, Culion, Cuyo, Dumaran, El Nido, Kalayaan, Linapacan, Magsaysay, Narra, Quezon, Rizal, Roxas, San Vicente, Sofronio Española, Taytay — cities and municipalities of Palawan",,,https://en.wiktionary.org/wiki/Sofronio_Espa%C3%B1ola
tudlo sang dalaga,phrase,,a type of banana,,,https://en.wiktionary.org/wiki/tudlo_sang_dalaga
aba,noun,,(international standards) ISO 639-3 language code for Abé.,,,https://en.wiktionary.org/wiki/aba
abad,noun,,"well-furnished, well-equipped, well-organized, comfortable",,,https://en.wiktionary.org/wiki/abad
abadesa,noun,,abbess,,,https://en.wiktionary.org/wiki/abadesa
abadia,noun,,"abbey
Synonym: abade-etxe",,,https://en.wiktionary.org/wiki/abadia
abaga,noun,,(anatomy) shoulder,,,https://en.wiktionary.org/wiki/abaga
abaka,noun,,Alternative spelling of abaca.,,,https://en.wiktionary.org/wiki/abaka
abakahan,noun,,someone or something abundant in abaca plants,,,https://en.wiktionary.org/wiki/abakahan
abakan,noun,,a small fish of a reddish color,,,https://en.wiktionary.org/wiki/abakan
abaniko,noun,,"hand fan
Synonyms: kayab, kabkab, pamaypay, yapyap",,,https://en.wiktionary.org/wiki/abaniko
abano,noun,,a Havana cigar,,,https://en.wiktionary.org/wiki/abano
abas,noun,,A cutaneous disease; the scald-head. porrigo,,,https://en.wiktionary.org/wiki/abas
abelyana,noun,,"brown, hazel",,,https://en.wiktionary.org/wiki/abelyana
abi-abi,noun,,greeting; salutation,,,https://en.wiktionary.org/wiki/abi-abi
abian,noun,,"underway, running",,,https://en.wiktionary.org/wiki/abian
abilay,noun,,beef jerky,,,https://en.wiktionary.org/wiki/abilay
abilidad,noun,,ability; capability,,,https://en.wiktionary.org/wiki/abilidad
abiogan,noun,,archaic spelling of abyogan,,,https://en.wiktionary.org/wiki/abiogan
abir,noun,,"(India) An aromatic red powder that is used during the Holi festival.[1]
Synonym: gulal",,,https://en.wiktionary.org/wiki/abir
abiso,noun,,"advisory; announcement; notice; warning
Synonym: pahibalo",,,https://en.wiktionary.org/wiki/abiso
ablang,noun,,"breadth, width",,,https://en.wiktionary.org/wiki/ablang
ablaw,noun,,"friendly, sociable",,,https://en.wiktionary.org/wiki/ablaw
ablay,noun,,shawl,,,https://en.wiktionary.org/wiki/ablay
abo,noun,,(international standards) ISO 639-3 language code for Abon.,,,https://en.wiktionary.org/wiki/abo
abogado,noun,,Counsel; advisor; councilor; barrister.,,,https://en.wiktionary.org/wiki/abogado
abohan,noun,,a dirty kitchen,,,https://en.wiktionary.org/wiki/abohan
abokado,noun,,avocado,,,https://en.wiktionary.org/wiki/abokado
abono,noun,,second-person singular imperative of abonoj,,,https://en.wiktionary.org/wiki/abono
abongho,noun,,"anger, exasperation",,,https://en.wiktionary.org/wiki/abongho
aborto,noun,,"abortion, miscarriage",,,https://en.wiktionary.org/wiki/aborto
aboy-aboy,noun,,diminutive of abóy,,,https://en.wiktionary.org/wiki/aboy-aboy
abrigana,noun,,apéritif,,,https://en.wiktionary.org/wiki/abrigana
abrigo,noun,,"(Southern) overcoat
Synonym: beroki",,,https://en.wiktionary.org/wiki/abrigo
abrilatas,noun,,can opener,,,https://en.wiktionary.org/wiki/abrilatas
absolusyon,noun,,(law) acquittal,,,https://en.wiktionary.org/wiki/absolusyon
absurdo,noun,,"absurd
Synonym: zentzugabe",,,https://en.wiktionary.org/wiki/absurdo
abtik,noun,,a quick movement of feet or hands; a flourish (dramatic gesture),,,https://en.wiktionary.org/wiki/abtik
abu,noun,,(international standards) ISO 639-3 language code for Abure.,,,https://en.wiktionary.org/wiki/abu
abud,noun,,"(rare) budding
1923, Julie M. Lippmann, Dreamland:[…]  he began to whistle merrily, and in an instant the whole world about him was bright of hue and joyous again, and looking, he saw, to his amazement, that the bare branches were abud.",,,https://en.wiktionary.org/wiki/abud
abuela,noun,,"A Hispanic grandmother.
2022 February 17, Diane Scholfield, “Letters to the Editor: Is ‘gringo’ offensive? That’s up to the person being called one”, in Los Angeles Times‎[1], Los Angeles, Calif.: Los Angeles Times Communications, →ISSN, →OCLC, archived from the original on 17 February 2022:I, an abuela-aged woman of Northern European ancestry, have lived within 50 miles of the Mexican border most of my life. Mexican culture is part of my life as much as any of my DNA cultures, if not more, and I love it all.
2022 June 22, Mia Moretti, as told to Margaret Rhodes, “Mia Moretti’s Weekend of Wine and Baja Clams in Valle de Guadalupe”, in The Strategist‎[2], New York, N.Y.: New York Media, →ISSN, →OCLC, archived from the original on 22 June 2022:8 a.m. Wake up early for breakfast at an abuela’s house
2022 July 14, Mike Gonzalez, “Democrats are in denial about why they are losing Hispanic voters”, in New York Post‎[3], New York, N.Y.: News Corp, →ISSN, →OCLC, archived from the original on 14 July 2022:[L]ook no further than this week’s surreal exchange between Sen. Josh Hawley and a Berkeley law professor insisting that men can and do get pregnant. Yes, that happened, in a Senate hearing. You say that to an abuela, and the most likely response will be “que?” followed by a quick “adios!”
2024 April 3, Frank Rojas, “‘Carefluencers’ Are Helping Older Loved Ones, and Posting About It”, in The New York Times‎[4], New York, N.Y.: The New York Times Company, →ISSN, →OCLC, archived from the original on 3 April 2024:On the east side of San Jose, Calif., there is an abuela who seems to have more grandchildren than she can count.",,,https://en.wiktionary.org/wiki/abuela
abuelo,noun,,"(Zamboangueño) grandfather
Synonyms: (Caviteño) lolo, (Ternateño) agüelo",,,https://en.wiktionary.org/wiki/abuelo
abusar,noun,,"(intransitive, abusar de) to abuse (use improperly)",,,https://en.wiktionary.org/wiki/abusar
abuso,noun,,abuse,,,https://en.wiktionary.org/wiki/abuso
abyan,noun,,"companion
Synonym: kauban",,,https://en.wiktionary.org/wiki/abyan
abyasion,noun,,aviation,,,https://en.wiktionary.org/wiki/abyasion
abyogan,noun,,swing (hanging seat),,,https://en.wiktionary.org/wiki/abyogan
ad-adan,noun,,"slicer, a frame knife",,,https://en.wiktionary.org/wiki/ad-adan
ada,noun,,(international standards) ISO 639-2 & ISO 639-3 language code for Adangme.,,,https://en.wiktionary.org/wiki/ada
adelpa,noun,,Nerium oleander; the only species in the genus Nerium; an evergreen shrub or small tree in the dogbane family Apocynaceae,,,https://en.wiktionary.org/wiki/adelpa
adgaw,noun,,"a small hairy tree, Premna odorata",,,https://en.wiktionary.org/wiki/adgaw
adikdik,noun,,dandruff,,,https://en.wiktionary.org/wiki/adikdik
adiong,noun,,a large ship or ark,,,https://en.wiktionary.org/wiki/adiong
adlaw,noun,,sun,,,https://en.wiktionary.org/wiki/adlaw
adlawon,noun,,full daylight after sunrise is over,,,https://en.wiktionary.org/wiki/adlawon
